Modulator	TF	significantTriplets	pvalue
Pik3ap1	Zfp36l1	279	0.0
Pik3cb	Nfkb1	378	0.0
Pik3cb	Tcf3	167	2.2341343067777686E-6
Pik3cb	Zfp36l1	481	0.0
Pik3cd	Zfp36l1	161	2.131443263708732E-5
Pik3cg	Nfkb1	208	2.55351295663786E-15
Pik3cg	Zfp36l1	191	3.6941338876772534E-11
Pik3ip1	Nfkb1	146	0.0023613090385472546
Pik3ip1	Tcf3	175	8.041815569015398E-8
Pik3ip1	Zfp36l1	204	2.7422508708241367E-14
Pik3r5	Tcf3	319	0.0
Pja2	Epas1	153	3.1073936805958713E-4
Pja2	Tcf3	312	0.0
Pja2	Tcf7	151	5.718873964524196E-4
Pja2	Tgif1	163	1.0284176798491806E-5
Pja2	Zdhhc2	482	0.0
Pkd2	Tgif1	294	0.0
Pkn1	Tcf7	156	1.1895332408573545E-4
Pkn2	Epas1	211	4.440892098500626E-16
Pkn2	Nfkb1	205	1.5210055437364645E-14
Pkn2	Psmc3ip	199	4.836131495267182E-13
Pkn2	Tcf3	447	0.0
Pkn2	Tcf7	516	0.0
Pkn2	Tgif1	535	0.0
Pkn2	Zdhhc2	142	0.006568155885549598
Pkn2	Zfp36l1	275	0.0
Plcb3	Epas1	195	4.398370556657483E-12
Plcb3	Psmc3ip	230	0.0
Plcb3	Tcf7	575	0.0
Plce1	Epas1	145	0.00307810351166915
Plce1	Nfkb1	1010	0.0
Plce1	Tcf3	526	0.0
Plce1	Zfp36l1	347	0.0
Plcg1	Tcf3	151	5.718873964524196E-4
Plcg2	Epas1	299	0.0
Plcg2	Nfkb1	609	0.0
Plcg2	Psmc3ip	384	0.0
Plcg2	Tcf3	491	0.0
Plcg2	Tgif1	337	0.0
Plcg2	Zdhhc2	173	1.9088342018136473E-7
Plcg2	Zfp36l1	262	0.0
Plch2	Tcf3	190	6.209965874859336E-11
Plch2	Tgif1	198	8.461009670668318E-13
Plcl1	Nfkb1	240	0.0
Plcl1	Tcf3	328	0.0
Pld2	Tcf3	175	8.041815569015398E-8
Pld2	Tcf7	374	0.0
Plek	Tcf7	513	0.0
Plek	Tgif1	204	2.7422508708241367E-14
Plek2	Nfkb1	171	4.431930378245852E-7
Plek2	Zfp36l1	272	0.0
Plekha1	Tcf3	230	0.0
Plekhg5	Nfkb1	161	2.131443263708732E-5
Plekhg5	Tcf3	177	3.3146764555347374E-8
Plp1	Epas1	277	0.0
Plp1	Nfkb1	187	2.860919279257246E-10
Plp1	Tgif1	184	1.2581454766902311E-9
Plpp1	Nfkb1	402	0.0
Plpp1	Tcf3	386	0.0
Plpp3	Epas1	436	0.0
Plpp3	Tcf3	243	0.0
Plpp5	Epas1	206	8.43769498715119E-15
Plpp5	Nfkb1	302	0.0
Plpp5	Tcf3	428	0.0
Plpp5	Tcf7	146	0.0023613090385472546
Plpp5	Zfp36l1	222	0.0
Plppr1	Tcf3	150	7.687880084403798E-4
Plppr1	Tcf7	313	0.0
Plppr1	Tgif1	555	0.0
Plppr1	Zfp36l1	156	1.1895332408573545E-4
Plppr2	Nfkb1	864	0.0
Plppr2	Psmc3ip	550	0.0
Plppr2	Tcf3	986	0.0
Plppr2	Tcf7	267	0.0
Plppr2	Tgif1	380	0.0
Plppr2	Zfp36l1	204	2.7422508708241367E-14
Plppr4	Nfkb1	318	0.0
Plppr4	Tgif1	351	0.0
Plppr4	Zfp36l1	163	1.0284176798491806E-5
Plppr5	Epas1	266	0.0
Plppr5	Nfkb1	154	2.269858821103421E-4
Plppr5	Tcf3	186	4.711634415954791E-10
Plppr5	Tcf7	280	0.0
Plppr5	Tgif1	217	0.0
Plscr1	Epas1	283	0.0
Plscr1	Nfkb1	594	0.0
Plscr1	Tcf3	200	2.751132655021138E-13
Plscr1	Tcf7	196	2.5515145551935348E-12
Plscr1	Tgif1	212	2.220446049250313E-16
Plscr1	Zfp36l1	555	0.0
Plxna1	Epas1	709	0.0
Plxna1	Nfkb1	230	0.0
Plxna1	Tcf3	150	7.687880084403798E-4
Plxna1	Tcf7	206	8.43769498715119E-15
Plxna1	Zfp36l1	255	0.0
Plxna2	Epas1	326	0.0
Plxna2	Nfkb1	141	0.008350802592771323
Plxna2	Psmc3ip	162	1.4848526926014571E-5
Plxna2	Tcf3	150	7.687880084403798E-4
Plxna2	Tcf7	183	2.039871049852593E-9
Plxna2	Zdhhc2	657	0.0
Plxna3	Tcf3	161	2.131443263708732E-5
Plxna4	Epas1	277	0.0
Plxna4	Psmc3ip	141	0.008350802592771323
Plxna4	Tcf7	155	1.6481194314832415E-4
Plxnb2	Epas1	985	0.0
Plxnb2	Nfkb1	159	4.3155750089285405E-5
Plxnb2	Tcf3	327	0.0
Plxnb2	Tcf7	277	0.0
Plxnb2	Tgif1	166	3.3006699013959917E-6
Plxnb2	Zfp36l1	186	4.711634415954791E-10
Plxnc1	Tcf7	315	0.0
Plxnd1	Epas1	191	3.6941338876772534E-11
Plxnd1	Tcf3	141	0.008350802592771323
Plxnd1	Tcf7	197	1.4729328867701952E-12
Pnoc	Nfkb1	235	0.0
Pnoc	Psmc3ip	274	0.0
Pnoc	Tcf3	401	0.0
Pnoc	Tcf7	291	0.0
Pnoc	Tgif1	404	0.0
Porcn	Nfkb1	176	5.1770141729079455E-8
Porcn	Psmc3ip	149	0.0010271846261774575
Porcn	Tcf3	208	2.55351295663786E-15
Porcn	Tcf7	231	0.0
Porcn	Tgif1	169	1.0063224256118275E-6
Pou4f2	Nfkb1	240	0.0
Pou4f2	Tcf3	367	0.0
Pou4f2	Tgif1	155	1.6481194314832415E-4
Ppm1a	Nfkb1	149	0.0010271846261774575
Ppm1a	Tcf3	223	0.0
Ppp1ca	Tcf7	538	0.0
Ppp1ca	Tgif1	146	0.0023613090385472546
Ppp1r16b	Epas1	247	0.0
Ppp1r16b	Psmc3ip	143	0.005133768582017084
Ppp1r9b	Psmc3ip	162	1.4848526926014571E-5
Ppp1r9b	Tcf3	173	1.9088342018136473E-7
Ppp2ca	Nfkb1	304	0.0
Ppp2ca	Tcf3	202	8.770761894538737E-14
Ppp2ca	Zfp36l1	182	3.28994298470775E-9
Ppp2r1a	Nfkb1	266	0.0
Ppp2r1a	Psmc3ip	154	2.269858821103421E-4
Ppp2r1a	Tcf3	379	0.0
Ppp2r1a	Tgif1	171	4.431930378245852E-7
Ppp3ca	Epas1	150	7.687880084403798E-4
Ppp3ca	Zdhhc2	193	1.2875478461182865E-11
Ppp3cb	Nfkb1	661	0.0
Ppp3cb	Tcf3	571	0.0
Ppp3cb	Zdhhc2	165	4.848611733110353E-6
Ppp3cb	Zfp36l1	250	0.0
Ppp4c	Tcf7	186	4.711634415954791E-10
Ppp5c	Psmc3ip	214	1.1102230246251565E-16
Ppp5c	Zdhhc2	149	0.0010271846261774575
Prex2	Tcf3	203	4.9182879990894435E-14
Prex2	Zfp36l1	153	3.1073936805958713E-4
Prkaa1	Epas1	243	0.0
Prkaa1	Nfkb1	398	0.0
Prkaa1	Psmc3ip	172	2.916654073814584E-7
Prkaa1	Tcf3	548	0.0
Prkaa1	Tcf7	166	3.3006699013959917E-6
Prkaa1	Zfp36l1	244	0.0
Prkaa2	Tgif1	197	1.4729328867701952E-12
Prkaa2	Zdhhc2	146	0.0023613090385472546
Prkaca	Tcf3	142	0.006568155885549598
Prkaca	Tcf7	183	2.039871049852593E-9
Prkaca	Zfp36l1	159	4.3155750089285405E-5
Prkacb	Nfkb1	314	0.0
Prkacb	Tcf3	300	0.0
Prkacb	Zfp36l1	169	1.0063224256118275E-6
Prkca	Epas1	148	0.0013640379951170845
Prkca	Nfkb1	561	0.0
Prkca	Psmc3ip	213	1.1102230246251565E-16
Prkca	Tcf3	968	0.0
Prkca	Tcf7	214	1.1102230246251565E-16
Prkca	Tgif1	214	1.1102230246251565E-16
Prkca	Zfp36l1	224	0.0
Prkcb	Tcf3	155	1.6481194314832415E-4
Prkcb	Tgif1	245	0.0
Prkcd	Epas1	245	0.0
Prkcd	Nfkb1	280	0.0
Prkcd	Psmc3ip	237	0.0
Prkcd	Tcf3	397	0.0
Prkcd	Tcf7	844	0.0
Prkcd	Tgif1	477	0.0
Prkcd	Zdhhc2	385	0.0
Prkcd	Zfp36l1	517	0.0
Prkce	Nfkb1	582	0.0
Prkce	Zfp36l1	275	0.0
Prkcg	Tcf3	148	0.0013640379951170845
Prkcg	Tcf7	157	8.534409825400324E-5
Prkcg	Zfp36l1	192	2.186417713545552E-11
Prkch	Tcf7	189	1.0386125293138093E-10
Prkcq	Nfkb1	168	1.503662832136321E-6
Prkcq	Psmc3ip	170	6.697008005929206E-7
Prkcq	Tcf3	216	0.0
Prkcz	Nfkb1	256	0.0
Prkcz	Psmc3ip	215	0.0
Prkcz	Tcf3	269	0.0
Prkcz	Tgif1	204	2.7422508708241367E-14
Prkcz	Zfp36l1	555	0.0
Prkd1	Tcf3	170	6.697008005929206E-7
Prkd1	Tcf7	380	0.0
Prkg1	Tcf7	243	0.0
Prnp	Epas1	319	0.0
Prnp	Psmc3ip	141	0.008350802592771323
Prnp	Tcf3	213	1.1102230246251565E-16
Prnp	Tcf7	158	6.086820161643747E-5
Prnp	Tgif1	163	1.0284176798491806E-5
Prnp	Zdhhc2	210	7.771561172376096E-16
Prnp	Zfp36l1	216	0.0
Prokr2	Tcf3	161	2.131443263708732E-5
Psca	Epas1	164	7.081801022601475E-6
Psd	Tcf7	168	1.503662832136321E-6
Psd3	Epas1	151	5.718873964524196E-4
Psd3	Tgif1	143	0.005133768582017084
Psen1	Tcf7	354	0.0
Psen2	Tcf7	175	8.041815569015398E-8
Psen2	Tgif1	188	1.7282086872683067E-10
Psenen	Epas1	169	1.0063224256118275E-6
Psenen	Tcf3	317	0.0
Psenen	Tcf7	154	2.269858821103421E-4
Psenen	Zfp36l1	203	4.9182879990894435E-14
Ptch1	Epas1	529	0.0
Ptch1	Tcf3	152	4.228344153047736E-4
Ptch1	Tcf7	244	0.0
Ptch1	Tgif1	232	0.0
Ptch1	Zfp36l1	208	2.55351295663786E-15
Ptchd1	Nfkb1	249	0.0
Ptchd1	Tcf3	225	0.0
Ptchd1	Tcf7	270	0.0
Ptchd1	Tgif1	320	0.0
Ptchd1	Zdhhc2	413	0.0
Ptchd1	Zfp36l1	194	7.544187496932864E-12
Pten	Epas1	272	0.0
Pten	Psmc3ip	163	1.0284176798491806E-5
Pten	Tcf3	150	7.687880084403798E-4
Pten	Tcf7	149	0.0010271846261774575
Pten	Tgif1	141	0.008350802592771323
Pten	Zdhhc2	198	8.461009670668318E-13
Ptgdr2	Tcf3	177	3.3146764555347374E-8
Ptger3	Psmc3ip	228	0.0
Ptgfr	Epas1	168	1.503662832136321E-6
Ptgis	Epas1	274	0.0
Ptgis	Nfkb1	332	0.0
Ptgis	Tcf3	260	0.0
Ptgis	Tcf7	525	0.0
Ptgis	Tgif1	406	0.0
Ptgis	Zfp36l1	378	0.0
Ptgs2	Nfkb1	674	0.0
Ptgs2	Tcf3	485	0.0
Ptgs2	Tcf7	158	6.086820161643747E-5
Ptgs2	Tgif1	331	0.0
Ptgs2	Zfp36l1	544	0.0
Ptk2	Epas1	187	2.860919279257246E-10
Ptk2	Tcf3	287	0.0
Ptk2	Tgif1	185	7.719400674233157E-10
Ptk2	Zdhhc2	475	0.0
Ptk2b	Nfkb1	204	2.7422508708241367E-14
Ptk2b	Tgif1	148	0.0013640379951170845
Ptk6	Epas1	302	0.0
Ptk6	Nfkb1	228	0.0
Ptk6	Tcf3	284	0.0
Ptk7	Tcf7	329	0.0
Ptp4a3	Epas1	238	0.0
Ptp4a3	Nfkb1	236	0.0
Ptp4a3	Tcf3	384	0.0
Ptp4a3	Tgif1	194	7.544187496932864E-12
Ptpn1	Epas1	183	2.039871049852593E-9
Ptpn1	Nfkb1	175	8.041815569015398E-8
Ptpn1	Psmc3ip	151	5.718873964524196E-4
Ptpn1	Tcf3	483	0.0
Ptpn1	Tcf7	143	0.005133768582017084
Ptpn1	Tgif1	192	2.186417713545552E-11
Ptpn1	Zdhhc2	141	0.008350802592771323
Ptpn13	Nfkb1	1020	0.0
Ptpn13	Tcf3	1034	0.0
Ptpn13	Tcf7	193	1.2875478461182865E-11
Ptpn13	Tgif1	162	1.4848526926014571E-5
Ptpn13	Zfp36l1	429	0.0
Ptpn2	Nfkb1	214	1.1102230246251565E-16
Ptpn2	Tcf3	392	0.0
Ptpn2	Tgif1	331	0.0
Ptpn22	Epas1	189	1.0386125293138093E-10
Ptpn22	Nfkb1	456	0.0
Ptpn22	Psmc3ip	200	2.751132655021138E-13
Ptpn22	Tcf3	390	0.0
Ptpn22	Tcf7	185	7.719400674233157E-10
Ptpn22	Tgif1	162	1.4848526926014571E-5
Ptpn22	Zdhhc2	142	0.006568155885549598
Ptpn22	Zfp36l1	419	0.0
Ptpra	Nfkb1	238	0.0
Ptpra	Psmc3ip	386	0.0
Ptpra	Tcf3	296	0.0
Ptpra	Tgif1	287	0.0
Ptpra	Zfp36l1	148	0.0013640379951170845
Ptprc	Nfkb1	146	0.0023613090385472546
Ptprc	Psmc3ip	146	0.0023613090385472546
Ptprc	Tgif1	192	2.186417713545552E-11
Ptprf	Tcf3	144	0.003987619452512692
Ptprh	Epas1	272	0.0
Ptprh	Tcf7	231	0.0
Ptprh	Zfp36l1	146	0.0023613090385472546
Ptprm	Tcf7	243	0.0
Ptprn	Epas1	228	0.0
Ptprn	Nfkb1	1065	0.0
Ptprn	Psmc3ip	202	8.770761894538737E-14
Ptprn	Tcf3	677	0.0
Ptprn	Tcf7	169	1.0063224256118275E-6
Ptprn	Tgif1	279	0.0
Ptprn	Zfp36l1	435	0.0
Ptpro	Nfkb1	285	0.0
Ptpro	Tcf3	298	0.0
Ptpro	Tcf7	181	5.278091741445223E-9
Ptpro	Tgif1	345	0.0
Ptpro	Zfp36l1	143	0.005133768582017084
Ptprr	Nfkb1	216	0.0
Ptprr	Tcf3	313	0.0
Ptprr	Tgif1	554	0.0
Ptprs	Epas1	178	2.1108174430573E-8
Ptprs	Nfkb1	141	0.008350802592771323
Ptprs	Psmc3ip	354	0.0
Ptprs	Tcf3	370	0.0
Ptprs	Tcf7	284	0.0
Ptprs	Tgif1	283	0.0
Ptprs	Zfp36l1	257	0.0
Ptprt	Epas1	333	0.0
Ptprt	Nfkb1	175	8.041815569015398E-8
Ptpru	Psmc3ip	146	0.0023613090385472546
Ptpru	Tcf3	281	0.0
Ptpru	Tcf7	570	0.0
Pttg1ip	Epas1	159	4.3155750089285405E-5
Pttg1ip	Nfkb1	240	0.0
Pttg1ip	Psmc3ip	209	1.3322676295501878E-15
Pttg1ip	Tcf3	417	0.0
Pttg1ip	Tcf7	843	0.0
Pttg1ip	Tgif1	214	1.1102230246251565E-16
Pttg1ip	Zdhhc2	276	0.0
Pttg1ip	Zfp36l1	433	0.0
Pxn	Epas1	202	8.770761894538737E-14
Pxn	Tcf7	147	0.0018002423278427049
Pxn	Tgif1	141	0.008350802592771323
Rab10	Epas1	158	6.086820161643747E-5
Rab10	Nfkb1	211	4.440892098500626E-16
Rab10	Tcf3	461	0.0
Rab10	Tgif1	193	1.2875478461182865E-11
Rab11a	Epas1	196	2.5515145551935348E-12
Rab11a	Nfkb1	422	0.0
Rab11a	Psmc3ip	156	1.1895332408573545E-4
Rab11a	Tcf3	316	0.0
Rab11a	Tcf7	243	0.0
Rab11a	Tgif1	227	0.0
Rab11a	Zdhhc2	179	1.3369621076897431E-8
Rab11a	Zfp36l1	273	0.0
Rab13	Epas1	315	0.0
Rab13	Nfkb1	295	0.0
Rab13	Psmc3ip	234	0.0
Rab13	Tcf3	142	0.006568155885549598
Rab13	Zfp36l1	148	0.0013640379951170845
Rab14	Nfkb1	185	7.719400674233157E-10
Rab14	Psmc3ip	248	0.0
Rab14	Tcf3	260	0.0
Rab14	Tcf7	155	1.6481194314832415E-4
Rab15	Nfkb1	268	0.0
Rab15	Tcf3	219	0.0
Rab15	Tgif1	466	0.0
Rab15	Zfp36l1	158	6.086820161643747E-5
Rab17	Tcf3	143	0.005133768582017084
Rab18	Epas1	189	1.0386125293138093E-10
Rab18	Nfkb1	606	0.0
Rab18	Tcf3	162	1.4848526926014571E-5
Rab18	Zfp36l1	376	0.0
Rab19	Epas1	163	1.0284176798491806E-5
Rab19	Tcf3	237	0.0
Rab19	Tcf7	188	1.7282086872683067E-10
Rab19	Zfp36l1	155	1.6481194314832415E-4
Rab21	Epas1	144	0.003987619452512692
Rab21	Nfkb1	443	0.0
Rab21	Tcf3	657	0.0
Rab21	Tgif1	306	0.0
Rab22a	Epas1	324	0.0
Rab22a	Tcf7	287	0.0
Rab27b	Nfkb1	161	2.131443263708732E-5
Rab27b	Tcf3	277	0.0
Rab27b	Tgif1	517	0.0
Rab29	Nfkb1	600	0.0
Rab29	Tcf3	667	0.0
Rab29	Tgif1	228	0.0
Rab29	Zfp36l1	192	2.186417713545552E-11
Rab2b	Epas1	363	0.0
Rab2b	Tcf3	233	0.0
Rab2b	Zdhhc2	202	8.770761894538737E-14
Rab2b	Zfp36l1	233	0.0
Rab33a	Psmc3ip	403	0.0
Rab33a	Tcf3	299	0.0
Rab33a	Tgif1	422	0.0
Rab33a	Zdhhc2	176	5.1770141729079455E-8
Rab35	Epas1	150	7.687880084403798E-4
Rab35	Nfkb1	231	0.0
Rab35	Psmc3ip	184	1.2581454766902311E-9
Rab35	Tcf3	417	0.0
Rab35	Tgif1	217	0.0
Rab35	Zfp36l1	277	0.0
Rab37	Epas1	147	0.0018002423278427049
Rab37	Psmc3ip	141	0.008350802592771323
Rab37	Tcf3	177	3.3146764555347374E-8
Rab39	Tcf3	168	1.503662832136321E-6
Rab39	Tgif1	212	2.220446049250313E-16
Rab39b	Nfkb1	336	0.0
Rab39b	Tcf7	145	0.00307810351166915
Rab39b	Tgif1	230	0.0
Rab39b	Zfp36l1	173	1.9088342018136473E-7
Rab3a	Tgif1	148	0.0013640379951170845
Rab3b	Nfkb1	339	0.0
Rab3b	Psmc3ip	245	0.0
Rab3b	Tcf3	516	0.0
Rab3b	Tcf7	198	8.461009670668318E-13
Rab3b	Tgif1	349	0.0
Rab3b	Zfp36l1	173	1.9088342018136473E-7
Rab3d	Nfkb1	370	0.0
Rab3d	Psmc3ip	218	0.0
Rab3d	Tcf3	620	0.0
Rab3d	Tcf7	180	8.42281966395575E-9
Rab3d	Tgif1	286	0.0
Rab3d	Zfp36l1	317	0.0
Rab40b	Nfkb1	383	0.0
Rab40b	Tcf3	407	0.0
Rab40b	Tcf7	189	1.0386125293138093E-10
Rab40b	Tgif1	598	0.0
Rab44	Epas1	275	0.0
Rab44	Nfkb1	356	0.0
Rab44	Tcf3	379	0.0
Rab44	Tcf7	150	7.687880084403798E-4
Rab44	Tgif1	150	7.687880084403798E-4
Rab44	Zdhhc2	154	2.269858821103421E-4
Rab44	Zfp36l1	147	0.0018002423278427049
Rab4a	Psmc3ip	184	1.2581454766902311E-9
Rab4a	Tgif1	555	0.0
Rab4b	Epas1	665	0.0
Rab4b	Nfkb1	202	8.770761894538737E-14
Rab4b	Psmc3ip	277	0.0
Rab4b	Tcf3	292	0.0
Rab4b	Tgif1	182	3.28994298470775E-9
Rab5a	Epas1	255	0.0
Rab5a	Nfkb1	176	5.1770141729079455E-8
Rab5a	Tcf3	472	0.0
Rab5a	Zdhhc2	719	0.0
Rab5a	Zfp36l1	207	4.6629367034256575E-15
Rab5c	Epas1	169	1.0063224256118275E-6
Rab8a	Psmc3ip	172	2.916654073814584E-7
Rab8a	Tcf7	341	0.0
Rab9	Epas1	258	0.0
Rab9	Nfkb1	336	0.0
Rab9	Tcf3	446	0.0
Rab9	Tgif1	157	8.534409825400324E-5
Rab9	Zdhhc2	173	1.9088342018136473E-7
Rab9	Zfp36l1	287	0.0
Rab9b	Nfkb1	151	5.718873964524196E-4
Rab9b	Psmc3ip	146	0.0023613090385472546
Rab9b	Tcf3	226	0.0
Rab9b	Tgif1	357	0.0
Rac1	Epas1	327	0.0
Rac1	Nfkb1	245	0.0
Rac1	Tcf3	325	0.0
Rac1	Tcf7	331	0.0
Rac1	Tgif1	247	0.0
Rac1	Zdhhc2	210	7.771561172376096E-16
Rac1	Zfp36l1	385	0.0
Rac2	Nfkb1	374	0.0
Rac2	Tcf3	251	0.0
Rac2	Tgif1	297	0.0
Rac2	Zfp36l1	391	0.0
Rac3	Epas1	158	6.086820161643747E-5
Rac3	Nfkb1	190	6.209965874859336E-11
Rac3	Tcf3	352	0.0
Rac3	Tcf7	348	0.0
Rac3	Tgif1	185	7.719400674233157E-10
Racgap1	Epas1	308	0.0
Racgap1	Nfkb1	530	0.0
Racgap1	Tcf3	298	0.0
Racgap1	Tgif1	227	0.0
Racgap1	Zfp36l1	234	0.0
Rack1	Nfkb1	179	1.3369621076897431E-8
Rack1	Tcf7	165	4.848611733110353E-6
Rack1	Tgif1	147	0.0018002423278427049
Raf1	Nfkb1	570	0.0
Raf1	Psmc3ip	194	7.544187496932864E-12
Raf1	Tcf3	664	0.0
Raf1	Tcf7	152	4.228344153047736E-4
Raf1	Tgif1	257	0.0
Raf1	Zfp36l1	517	0.0
Rala	Epas1	213	1.1102230246251565E-16
Rala	Nfkb1	207	4.6629367034256575E-15
Rala	Psmc3ip	227	0.0
Rala	Tcf3	328	0.0
Rala	Tgif1	221	0.0
Rala	Zfp36l1	192	2.186417713545552E-11
Ralbp1	Epas1	147	0.0018002423278427049
Ralbp1	Nfkb1	312	0.0
Ralbp1	Psmc3ip	144	0.003987619452512692
Ralbp1	Tcf3	268	0.0
Ralbp1	Tgif1	212	2.220446049250313E-16
Ralbp1	Zdhhc2	207	4.6629367034256575E-15
Ralbp1	Zfp36l1	179	1.3369621076897431E-8
Ralgps2	Nfkb1	205	1.5210055437364645E-14
Ralgps2	Psmc3ip	144	0.003987619452512692
Ralgps2	Tcf3	327	0.0
Ralgps2	Tgif1	183	2.039871049852593E-9
Ramp1	Nfkb1	788	0.0
Ramp1	Tcf3	943	0.0
Ramp1	Tcf7	340	0.0
Ramp1	Tgif1	522	0.0
Ramp1	Zdhhc2	200	2.751132655021138E-13
Ramp1	Zfp36l1	898	0.0
Ramp2	Nfkb1	213	1.1102230246251565E-16
Ramp2	Tcf3	246	0.0
Ramp2	Tgif1	387	0.0
Rangrf	Nfkb1	325	0.0
Rangrf	Tcf3	174	1.2423791595495004E-7
Rap1a	Nfkb1	490	0.0
Rap1a	Tcf3	180	8.42281966395575E-9
Rap1a	Zdhhc2	185	7.719400674233157E-10
Rap1a	Zfp36l1	376	0.0
Rap1b	Tcf7	270	0.0
Rap1gap2	Nfkb1	148	0.0013640379951170845
Rap1gap2	Tcf3	200	2.751132655021138E-13
Rap1gap2	Tcf7	491	0.0
Rap2a	Epas1	158	6.086820161643747E-5
Rap2a	Zfp36l1	142	0.006568155885549598
Rap2b	Epas1	150	7.687880084403798E-4
Rap2b	Nfkb1	204	2.7422508708241367E-14
Rap2b	Psmc3ip	188	1.7282086872683067E-10
Rap2b	Tcf3	303	0.0
Rap2b	Tgif1	158	6.086820161643747E-5
Rap2b	Zfp36l1	188	1.7282086872683067E-10
Rap2c	Epas1	179	1.3369621076897431E-8
Rap2c	Nfkb1	223	0.0
Rap2c	Tcf3	306	0.0
Rap2c	Tgif1	181	5.278091741445223E-9
Rap2c	Zdhhc2	335	0.0
Rap2c	Zfp36l1	393	0.0
Rapgef3	Nfkb1	307	0.0
Rapgef3	Tcf3	345	0.0
Rapgef3	Zfp36l1	161	2.131443263708732E-5
Rapgef4	Tcf3	142	0.006568155885549598
Rasa1	Epas1	144	0.003987619452512692
Rasa1	Nfkb1	177	3.3146764555347374E-8
Rasa1	Psmc3ip	186	4.711634415954791E-10
Rasa1	Tcf3	516	0.0
Rasa1	Tcf7	171	4.431930378245852E-7
Rasa1	Tgif1	169	1.0063224256118275E-6
Rasa1	Zfp36l1	279	0.0
Rasa2	Epas1	201	1.5576429035490946E-13
Rasa2	Psmc3ip	167	2.2341343067777686E-6
Rasa2	Tcf3	143	0.005133768582017084
Rasa2	Tcf7	357	0.0
Rasa2	Zfp36l1	189	1.0386125293138093E-10
Rasa3	Epas1	188	1.7282086872683067E-10
Rasa3	Nfkb1	392	0.0
Rasa3	Psmc3ip	403	0.0
Rasa3	Tcf3	502	0.0
Rasa3	Tcf7	371	0.0
Rasa3	Tgif1	376	0.0
Rasa3	Zdhhc2	181	5.278091741445223E-9
Rasa3	Zfp36l1	470	0.0
Rasa4	Nfkb1	231	0.0
Rasa4	Tcf3	518	0.0
Rasa4	Tgif1	321	0.0
Rasal1	Nfkb1	341	0.0
Rasal1	Psmc3ip	421	0.0
Rasal1	Tcf3	407	0.0
Rasal1	Tcf7	428	0.0
Rasal1	Tgif1	678	0.0
Rasal1	Zfp36l1	173	1.9088342018136473E-7
Rasal2	Nfkb1	213	1.1102230246251565E-16
Rasal2	Tcf3	143	0.005133768582017084
Rasd2	Nfkb1	286	0.0
Rasd2	Psmc3ip	236	0.0
Rasd2	Tcf3	264	0.0
Rasd2	Tcf7	292	0.0
Rasd2	Tgif1	276	0.0
Rasd2	Zfp36l1	285	0.0
Rasgrf1	Nfkb1	323	0.0
Rasgrf1	Psmc3ip	201	1.5576429035490946E-13
Rasgrf1	Tcf3	269	0.0
Rasgrf1	Tgif1	572	0.0
Rasgrf2	Nfkb1	177	3.3146764555347374E-8
Rasgrp1	Epas1	292	0.0
Rasgrp1	Nfkb1	634	0.0
Rasgrp1	Tcf3	355	0.0
Rasgrp1	Tcf7	156	1.1895332408573545E-4
Rasgrp1	Tgif1	254	0.0
Rasgrp1	Zfp36l1	244	0.0
Rasgrp2	Tcf7	962	0.0
Rasgrp2	Zfp36l1	185	7.719400674233157E-10
Rasl10a	Epas1	285	0.0
Rasl10a	Nfkb1	514	0.0
Rasl10a	Psmc3ip	348	0.0
Rasl10a	Tcf3	744	0.0
Rasl10a	Tcf7	187	2.860919279257246E-10
Rasl10a	Tgif1	502	0.0
Rasl10a	Zdhhc2	172	2.916654073814584E-7
Rasl10a	Zfp36l1	160	3.0417907412982892E-5
Rasl10b	Nfkb1	189	1.0386125293138093E-10
Rasl10b	Tgif1	157	8.534409825400324E-5
Rasl10b	Zfp36l1	219	0.0
Rassf2	Epas1	343	0.0
Rassf2	Nfkb1	366	0.0
Rassf2	Psmc3ip	176	5.1770141729079455E-8
Rassf2	Tcf3	472	0.0
Rassf2	Tgif1	146	0.0023613090385472546
Rassf2	Zfp36l1	187	2.860919279257246E-10
Rassf3	Psmc3ip	146	0.0023613090385472546
Rassf3	Tcf3	162	1.4848526926014571E-5
Rcc2	Epas1	270	0.0
Rcc2	Nfkb1	475	0.0
Rcc2	Psmc3ip	408	0.0
Rcc2	Tcf3	567	0.0
Rcc2	Tcf7	320	0.0
Rcc2	Tgif1	484	0.0
Rcc2	Zdhhc2	366	0.0
Rcc2	Zfp36l1	191	3.6941338876772534E-11
Reg1	Epas1	487	0.0
Reln	Psmc3ip	141	0.008350802592771323
Reln	Tcf3	145	0.00307810351166915
Reln	Tcf7	190	6.209965874859336E-11
Reln	Tgif1	293	0.0
Reln	Zfp36l1	150	7.687880084403798E-4
Rem2	Zdhhc2	226	0.0
Rftn2	Nfkb1	143	0.005133768582017084
Rftn2	Tcf3	199	4.836131495267182E-13
Rftn2	Tgif1	545	0.0
Rgma	Tcf3	146	0.0023613090385472546
Rgmb	Epas1	588	0.0
Rgmb	Tcf7	275	0.0
Rgmb	Tgif1	169	1.0063224256118275E-6
Rgmb	Zdhhc2	285	0.0
Rgmb	Zfp36l1	155	1.6481194314832415E-4
Rgs1	Tcf3	142	0.006568155885549598
Rgs1	Tgif1	186	4.711634415954791E-10
Rgs10	Epas1	156	1.1895332408573545E-4
Rgs10	Nfkb1	273	0.0
