rat_entrez_id,mouse_entrez_id
108348122,76686
288190,258478
108349419,NA
108349419,100041774
108349419,NA
108349419,100041840
108349419,100040870
108349419,105245684
108349419,278676
108349419,NA
108349419,100040923
108349419,NA
108349419,NA
108349419,100041012
108349419,NA
685940,268288
405246,258641
