uniprotswissprot;entrezgene_id;symbol
P59901;23547;LILRA4
Q5QJE6;30836;DNTTIP2
Q96C28;286075;ZNF707
P78356;8396;PIP4K2B
O43747;164;AP1G1
Q86XR5;145270;PRIMA1
Q9UMX2;51686;OAZ3
Q8IYR6;8577;TMEFF1
Q9H6P5;55617;TASP1
Q86WH2;283349;RASSF3
Q9UNG2;8995;TNFSF18
O75129;23245;ASTN2
P05814;1447;CSN2
Q96IP4;55603;TENT5A
Q8N9Y4;90050;FAM181A
Q9UIW2;5361;PLXNA1
O15218;11318;GPR182
Q9UJJ7;113000;RPUSD1
Q8WXA2;160065;PATE1
P40227;908;CCT6A
O15060;9880;ZBTB39
Q96H12;91283;MSANTD3
P48507;2730;GCLM
Q8NCI6;112937;GLB1L3
Q16548;597;BCL2A1
Q00839;3192;HNRNPU
Q8TAT2;143282;FGFBP3
Q8WV22;197370;NSMCE1
Q99570;30849;PIK3R4
Q2VPA4;1379;CR1L
P63267;72;ACTG2
Q86YT9;120425;JAML
Q8N813;285311;C3orf56
Q96KN2;84735;CNDP1
Q9ULQ1;53373;TPCN1
P0DPQ3;100419008;PRR20G
P11441;8266;UBL4A
P02808;6779;STATH
Q6DKI7;79037;PVRIG
P10909;1191;CLU
A6NNJ1;112268391;AC084121.5
A6NNJ1;112268392;AC084121.5
A6NNJ1;112268393;AC084121.5
O75140;9681;DEPDC5
P39687;8125;ANP32A
Q8NCL9;164284;APCDD1L
P08588;153;ADRB1
Q8TAG5;222008;VSTM2A
Q8N6G5;55454;CSGALNACT2
Q9H972;60686;C14orf93
Q3B7T3;146227;BEAN1
Q86VM9;124245;ZC3H18
Q06587;6015;RING1
P43119;5739;PTGIR
Q6UW49;246777;SPESP1
Q8N1W1;64283;ARHGEF28
Q8NFY4;80031;SEMA6D
O95257;10912;GADD45G
Q9UK08;94235;AC093503.1
Q92785;5977;DPF2
Q9NRH3;27175;TUBG2
C9JH25;401399;PRRT4
Q8N468;148808;MFSD4A
Q96DY2;115811;IQCD
Q5VST9;84033;OBSCN
Q6IEE7;124842;TMEM132E
P55040;2669;GEM
P19021;5066;PAM
O14981;9044;BTAF1
Q9BRX8;84293;PRXL2A
P29475;4842;NOS1
Q14524;6331;SCN5A
Q8IYS0;54762;GRAMD1C
Q8WVB6;63922;CHTF18
O95936;8320;EOMES
Q04725;7089;TLE2
Q7Z3E2;55088;CCDC186
P28324;2005;ELK4
P16278;2720;GLB1
Q6P656;161502;CFAP161
Q8NE35;22849;CPEB3
P08670;7431;VIM
Q99720;10280;SIGMAR1
Q8TEA1;221078;NSUN6
O95256;8807;IL18RAP
Q6VAB6;283455;KSR2
P09131;8273;SLC10A3
Q8NEF3;153733;CCDC112
Q93052;4026;LPP
Q9HAC8;80019;UBTD1
Q9P2W3;51764;GNG13
Q9NX47;54708;MARCH5
Q96B18;147906;DACT3
P05543;6906;SERPINA7
Q13616;8454;CUL1
Q6AI14;389015;SLC9A4
Q96PH1;79400;NOX5
Q6ZT21;643853;TMPPE
F5GYI3;390595;UBAP1L
P17040;7579;ZSCAN20
Q4LDE5;79987;SVEP1
O60412;26658;OR7C2
P60059;23480;SEC61G
Q5H9M0;139221;PWWP3B
P13501;6352;CCL5
Q9Y6Q5;10053;AP1M2
Q6ZUI0;285386;TPRG1
P13674;5033;P4HA1
P17066;3310;HSPA6
O95278;7957;EPM2A
Q9P2A4;51225;ABI3
Q8WY21;114815;SORCS1
Q8IVT5;8844;KSR1
P48163;4199;ME1
Q96RU3;23048;FNBP1
Q6VN20;57610;RANBP10
Q9NVE7;55229;PANK4
Q9UHQ1;26502;NARF
P81172;57817;HAMP
P21579;6857;SYT1
O15091;9692;KIAA0391
P15622;58500;ZNF250
P84550;390598;SKOR1
Q6B0B8;220359;TIGD3
O14610;2793;GNGT2
P08637;2214;FCGR3A
Q9HC23;60675;PROK2
Q8IUH4;54503;ZDHHC13
P32314;3344;FOXN2
O15205;10537;UBD
Q9UJ98;10734;STAG3
Q2UY09;340267;COL28A1
O95918;7932;OR2H2
P56557;757;TMEM50B
Q86V25;79805;VASH2
Q9GZV1;26287;ANKRD2
O00515;3898;LAD1
P40937;5985;RFC5
Q8N8D1;10081;PDCD7
A6NI28;143872;ARHGAP42
Q9BQ39;79009;DDX50
P09884;5422;POLA1
Q8N413;283130;SLC25A45
Q9BZL6;25865;PRKD2
Q9BXT4;56165;TDRD1
Q6NT76;79618;HMBOX1
O00142;7084;TK2
Q9UHF0;6866;TAC3
O95073;25788;FSBP
O95073;100861412;FSBP
Q9H2Q1;143872;ARHGAP42
P12318;2212;FCGR2A
P12318;9103;FCGR2A
P38484;3460;IFNGR2
Q9NYS7;55884;WSB2
Q5GFL6;340706;VWA2
O75170;9701;PPP6R2
P0CK96;728661;SLC35E2B
Q9P0M4;27189;IL17C
P60900;5687;PSMA6
P35908;3849;KRT2
Q9Y463;9149;DYRK1B
O75602;9576;SPAG6
O75106;314;AOC2
P04264;3848;KRT1
Q8NCU4;57577;CCDC191
P15516;3347;HTN3
O95551;51567;TDP2
Q5BJF6;4957;ODF2
Q9Y620;25788;RAD54B
Q5VT40;149297;FAM78B
Q8N3Z0;167681;PRSS35
Q9BSU3;84779;NAA11
P55327;7163;TPD52
Q5VW38;57720;GPR107
Q6ZNG2;440097;DBX2
Q9P2N7;90293;KLHL13
Q7Z794;374454;KRT77
Q04917;7533;YWHAH
Q8NCW6;63917;GALNT11
Q16853;8639;AOC3
Q9NPU4;56967;C14orf132
Q96QS6;85481;PSKH2
P30281;896;CCND3
Q8IYP9;254887;ZDHHC23
Q9H0K6;83448;PUS7L
Q01546;51350;KRT76
Q8N128;283635;FAM177A1
Q8N8Y2;245972;ATP6V0D2
Q8NAP1;352954;CASTOR3
Q8NAT2;163589;TDRD5
P12035;3850;KRT3
Q9H4G4;152007;GLIPR2
P19013;3851;KRT4
Q9Y691;10242;KCNMB2
Q8N3T6;92293;TMEM132C
Q2TAA5;440138;ALG11
O00182;3965;LGALS9
Q9UBC5;4640;MYO1A
Q16587;7625;ZNF74
Q5TAP6;9724;UTP14C
P13498;1535;CYBA
P46663;623;BDKRB1
Q5SQI0;79969;ATAT1
Q8N697;121260;SLC15A4
Q96DM3;29919;RMC1
A6NKT7;653489;RGPD3
Q9H974;79691;QTRT2
P30411;624;BDKRB2
O95248;6305;SBF1
Q8N187;79800;CARF
Q9UPQ3;116987;AGAP1
Q9H4G0;2036;EPB41L1
Q13939;881;CCIN
P0DPH7;7278;TUBA3C
Q13439;2803;GOLGA4
Q8N0Z9;54621;VSIG10
Q8TD08;225689;MAPK15
P0DMB1;100133251;PRR23D2
Q9HBL8;57407;NMRAL1
Q8N9Z0;162963;ZNF610
P48664;6511;SLC1A6
Q8NG11;81619;TSPAN14
Q969Q6;55012;PPP2R3C
Q86XE5;112817;HOGA1
Q96QF7;93953;GCNA
Q13042;8881;CDC16
Q96F25;199857;ALG14
P23510;7292;TNFSF4
Q5JTD0;93643;TJAP1
Q5HY98;90321;ZNF766
O15118;4864;NPC1
P20701;3683;ITGAL
Q6ZRV2;286077;FAM83H
Q9HA38;64393;ZMAT3
Q8IYK2;126402;CCDC105
Q8NDC4;118812;MORN4
Q9HA64;79672;FN3KRP
Q9C0G0;55628;ZNF407
Q9Y2Q9;28957;MRPS28
P30041;9588;PRDX6
Q9GZL7;55759;WDR12
Q8WV37;147657;ZNF480
Q6UY27;399967;PATE2
P30086;5037;PEBP1
O95163;8518;ELP1
Q86W33;131601;TPRA1
Q9BTU6;55361;PI4K2A
B3GLJ2;100169851;PATE3
Q7Z736;79990;PLEKHH3
Q96BN6;317662;FAM149B1
Q9NXC5;54468;MIOS
Q5T681;414157;C10orf62
P0C8F1;399968;PATE4
P14735;3416;IDE
Q8IZN7;245910;DEFB107A
Q8IZN7;503614;DEFB107A
Q9GZU0;81688;C6orf62
Q9NXE8;54883;CWC25
Q4KMQ2;196527;ANO6
Q96Q27;51676;ASB2
Q8NG35;245908;DEFB105A
Q96GP6;91179;SCARF2
P09496;1211;CLTA
Q9NPJ3;55856;ACOT13
Q9BZE2;83480;PUS3
Q9Y696;25932;CLIC4
Q8WXX5;23234;DNAJC9
Q92832;4745;NELL1
O43303;9738;CCP110
P49682;2833;CXCR3
Q96M11;219844;HYLS1
Q53GT1;84861;KLHL22
Q9Y5I0;56136;PCDHA13
Q8N104;245909;DEFB106A
P43234;1519;CTSO
P52732;3832;KIF11
Q9H501;51575;ESF1
Q96NR8;145226;RDH12
Q5TA89;388585;HES5
Q9Y5H5;9752;PCDHA9
P45973;23468;CBX5
P62166;23413;NCS1
Q9UN75;56137;PCDHA12
Q2M1V0;91464;ISX
Q03014;3087;HHEX
O95475;4990;SIX6
A8MV24;388381;C17orf98
Q5SQS7;387694;SH2D4B
Q9NZQ0;51277;DNAJC27
O75110;10079;ATP9A
Q9H158;56135;PCDHAC1
P42336;5290;PIK3CA
Q8N1H7;317761;C14orf39
Q8N488;23429;RYBP
Q8N135;163175;LGI4
O60293;196441;ZFC3H1
P45379;7139;TNNT2
Q9Y5I3;56147;PCDHA1
Q9UEW8;27347;STK39
Q9UBS5;2550;GABBR1
Q6NSI4;55086;RADX
P15586;2799;GNS
P30519;3163;HMOX2
Q9NPA1;27094;KCNMB3
O15146;4593;MUSK
Q68DK2;23503;ZFYVE26
Q96HH6;55266;TMEM19
Q8NDA2;256158;HMCN2
P58549;53822;FXYD7
O95905;11319;ECD
O14974;4659;PPP1R12A
Q9Y223;10020;GNE
Q9Y3V2;25950;RWDD3
O95402;9441;MED26
Q9H0W7;83591;THAP2
Q9Y5I4;56134;PCDHAC2
Q6ZW49;22976;PAXIP1
Q9Y5H9;56146;PCDHA2
Q9Y284;51398;WDR83OS
Q96RT1;55914;ERBIN
P61923;22818;COPZ1
Q9UN74;56144;PCDHA4
Q8TAG9;54536;EXOC6
P17020;7564;ZNF16
Q9Y5H6;56140;PCDHA8
Q9UL25;23011;RAB21
O76031;10845;CLPX
P08174;1604;CD55
Q96MV1;148534;TMEM56
Q5T686;60370;AVPI1
Q5T0N1;118491;CFAP70
A4QPB2;91355;LRP5L
Q6PI26;55164;SHQ1
Q9Y5I2;56139;PCDHA10
Q8WTQ1;140596;DEFB104A
Q92956;8764;TNFRSF14
Q9BRX9;84292;WDR83
P31944;23581;CASP14
P27658;1295;COL8A1
Q9H6X5;84167;C19orf44
Q16621;4778;NFE2
Q9UHL0;29118;DDX25
Q08117;166;TLE5
Q96BY7;55102;ATG2B
Q9Y3D3;51021;MRPS16
Q8N9B8;221002;RASGEF1A
Q96IZ0;5074;PAWR
Q9UN72;56141;PCDHA7
Q9BW92;80222;TARS2
Q9Y5H8;56145;PCDHA3
Q9H9V4;79845;RNF122
Q9Y5I1;56138;PCDHA11
O00168;5348;FXYD1
O00165;10456;HAX1
Q96HH4;92691;TMEM169
Q8ND04;55181;SMG8
O00584;8635;RNASET2
Q96E66;220074;LRTOMT
Q9BV47;78986;DUSP26
Q96QS3;170302;ARX
P56975;10718;NRG3
Q9H2E6;57556;SEMA6A
Q9H2K8;51347;TAOK3
P16157;286;ANK1
Q9NQ11;23400;ATP13A2
Q9UN73;56142;PCDHA6
Q9BY49;55825;PECR
Q5TZF3;339416;ANKRD45
Q08289;783;CACNB2
Q96HE9;55771;PRR11
P49736;4171;MCM2
P59646;53828;FXYD4
Q9NQS1;57099;AVEN
O43175;26227;PHGDH
Q9Y5V3;9500;MAGED1
Q7Z407;114788;CSMD3
P08912;1133;CHRM5
Q15329;1875;E2F5
Q9P0R6;51527;GSKIP
Q5TAH2;284525;SLC9C2
O00754;4125;MAN2B1
Q9Y5H7;56143;PCDHA5
Q8N565;55686;MREG
Q9P0U1;54543;TOMM7
Q8N4X5;84632;AFAP1L2
Q9H7L9;64426;SUDS3
Q86X67;25961;NUDT13
A0A1B0GTY4;730159;TEX50
Q8WZ04;220074;LRTOMT
P09651;3178;HNRNPA1
O00574;10663;CXCR6
P55001;4237;MFAP2
Q8N895;167465;ZNF366
O94966;10869;USP19
O00299;1192;CLIC1
P35575;2538;G6PC
Q5XKE5;338785;KRT79
Q9H9P2;140578;CHODL
Q96GL9;148753;FAM163A
Q6XPS3;93492;TPTE2
Q2KHM9;9851;KIAA0753
P12532;1159;CKMT1B
Q8N1N4;196374;KRT78
O00206;7099;TLR4
Q8N0T1;401466;RBIS
Q4G0F5;112936;VPS26B
Q8TCU3;157724;SLC7A13
Q09327;4248;MGAT3
Q6IWH7;50636;ANO7
A0A0D9SF12;126661;CCDC163
A0PJY2;389549;FEZF1
Q9UID6;51193;ZNF639
Q9BQS8;79443;FYCO1
Q9BRA2;84817;TXNDC17
Q9UKE5;23043;TNIK
O94855;9871;SEC24D
P01106;4609;MYC
A2RUS2;22898;DENND3
O14795;10497;UNC13B
Q8NEE6;222235;FBXL13
Q5VTE6;90806;ANGEL2
Q99712;3772;KCNJ15
O95865;23564;DDAH2
Q86YD7;55138;FAM90A1
P78552;3597;IL13RA1
Q9Y3C7;51003;MED31
A7MD48;84530;SRRM4
Q9BSU1;80262;C16orf70
P49366;1725;DHPS
Q9NY27;151987;PPP4R2
P52597;3185;HNRNPF
Q7RTU9;161497;STRC
Q6UX72;84752;B3GNT9
O60431;126370;OR1I1
Q8N6Y2;10234;LRRC17
Q9UJY1;26353;HSPB8
Q8NFQ8;163590;TOR1AIP2
Q15349;6196;RPS6KA2
Q9BXJ3;114900;C1QTNF4
Q9H496;163590;TOR1AIP2
Q6P2I7;55096;EBLN2
Q6ZMG9;253782;CERS6
A0PJZ3;727936;GXYLT2
Q96BD8;220134;SKA1
Q9H1J1;65110;UPF3A
P51530;1763;DNA2
Q9P2E7;57575;PCDH10
P83105;203100;HTRA4
P35555;2200;FBN1
O96028;7468;NSD2
Q9HBM1;57405;SPC25
P16871;3575;IL7R
P42695;23310;NCAPD3
Q9H765;140461;ASB8
Q9BQ49;79086;SMIM7
P51956;4752;NEK3
Q13761;864;RUNX3
Q96M61;286514;MAGEB18
Q8NHP8;196463;PLBD2
Q6ZW31;85360;SYDE1
Q9H8M1;80219;COQ10B
Q9Y478;5564;PRKAB1
Q8IW92;89944;GLB1L2
A8MYA2;100130361;CXorf49
Q9Y2M5;27252;KLHL20
Q8N7X4;158809;MAGEB6
B4DJY2;387890;TMEM233
Q8TB52;84085;FBXO30
Q9Y2G9;22904;SBNO2
Q75V66;203859;ANO5
Q9BR01;25830;SULT4A1
A8MYA2;100132994;CXorf49B
O14639;3983;ABLIM1
Q8IWA6;160777;CCDC60
Q5SVZ6;79830;ZMYM1
Q8N4Q0;284273;ZADH2
Q9C0I3;401145;CCSER1
Q8IUW3;124044;SPATA2L
P00966;445;ASS1
Q14160;23513;SCRIB
Q15475;6495;SIX1
Q96K37;79939;SLC35E1
Q9NQW7;7511;XPNPEP1
A1L0T0;10994;ILVBL
Q6P3R8;341676;NEK5
Q96DB5;51115;RMDN1
Q9UBT7;8727;CTNNAL1
Q9BX67;83700;JAM3
Q9NX36;54943;DNAJC28
Q6J4K2;80024;SLC8B1
Q6PDA7;653423;SPAG11A
Q9UBY0;6549;SLC9A2
Q6PEW1;170261;ZCCHC12
Q5JTV8;26092;TOR1AIP1
Q9NX38;54942;ABITRAM
Q14005;3603;IL16
Q8NCU1;256369;CCDC197
Q6V0L0;340665;CYP26C1
Q96P56;117155;CATSPER2
Q8TEB7;79589;RNF128
P0C7T5;342371;ATXN1L
P46092;2826;CCR10
O43174;1592;CYP26A1
Q9BX73;83877;TM2D2
Q9H3K2;27069;GHITM
Q9NZ53;50512;PODXL2
Q9BZC7;20;ABCA2
Q9NSY2;80765;STARD5
Q6UWK7;387695;C10orf99
P05129;5582;PRKCG
Q9H6K5;80164;PRR36
Q8IVI9;115677;NOSTRIN
Q9H0M0;11059;WWP1
A0AVF1;79989;TTC26
Q05932;2356;FPGS
P78357;8506;CNTNAP1
O14524;23306;NEMP1
Q9UHR6;741;ZNHIT2
Q00872;4604;MYBPC1
Q86VQ1;113263;GLCCI1
Q12955;288;ANK3
Q5W0V3;57700;FAM160B1
Q8N5M1;91647;ATPAF2
Q5T2W1;5174;PDZK1
A6NDP7;255275;MYADML2
Q9HC96;11132;CAPN10
Q8IWX8;10523;CHERP
Q149N8;257218;SHPRH
Q6NSJ5;80131;LRRC8E
Q9NQR9;57818;G6PC2
Q8NBP5;84804;MFSD9
Q8WWH5;142940;TRUB1
Q969K4;80325;ABTB1
Q96M32;122481;AK7
Q9GZR7;57062;DDX24
C9J7I0;729852;UMAD1
Q5BKX6;57210;SLC45A4
Q8IWA4;55669;MFN1
Q9BYI3;84668;FAM126A
Q08345;780;DDR1
Q96L12;125972;CALR3
Q92633;1902;LPAR1
P62333;5706;PSMC6
P35244;6119;RPA3
Q96JP0;56929;FEM1C
Q5VV63;26033;ATRNL1
Q9HC97;2859;GPR35
Q9Y4L5;27246;RNF115
Q8NBA8;285605;DTWD2
Q96DC9;78990;OTUB2
Q9NQX5;56654;NPDC1
Q14410;2712;GK2
Q9BQ75;84319;CMSS1
Q6P158;90957;DHX57
P48426;5305;PIP4K2A
O75339;8483;CILP
Q9NRM6;55540;IL17RB
Q15628;8717;TRADD
Q96I24;8939;FUBP3
Q8TDN1;93107;KCNG4
Q9UPV0;22897;CEP164
O75718;10491;CRTAP
Q11130;2529;FUT7
P84095;391;RHOG
Q5BKX8;347273;CAVIN4
Q9NWZ3;51135;IRAK4
Q13393;5337;PLD1
Q9UJQ4;57167;SALL4
Q9BSK0;83742;MARVELD1
Q9BUI4;10623;POLR3C
Q16854;1716;DGUOK
Q9H069;83450;DRC3
Q9HAV0;59345;GNB4
Q496Y0;79836;LONRF3
P53602;4597;MVD
Q4L180;11259;FILIP1L
Q9HC57;58189;WFDC1
O95971;11126;CD160
Q9NPA0;56851;EMC7
Q9ULU8;8618;CADPS
Q8N5Y8;54956;PARP16
Q9BZ81;347541;MAGEB5
P56159;2674;GFRA1
Q6ZVZ8;401036;ASB18
P52951;2637;GBX2
A6NML5;389177;TMEM212
Q0VDG4;79634;SCRN3
Q99549;54737;MPHOSPH8
P05783;3875;KRT18
Q9Y3B3;51014;TMED7
Q9UDY6;10107;TRIM10
P0C7W6;374355;CCDC172
Q8TBJ4;54886;PLPPR1
Q9UPQ7;23024;PDZRN3
Q96MU7;91746;YTHDC1
P98173;60343;FAM3A
Q17RR3;119548;PNLIPRP3
Q86XR7;353376;TICAM2
Q86TM6;84447;SYVN1
Q96JT2;85414;SLC45A3
Q659C4;55132;LARP1B
Q9Y6C9;23788;MTCH2
P53990;9798;IST1
O43424;2895;GRID2
Q9P2K9;57540;DISP3
P24394;3566;IL4R
Q8N9F7;284161;GDPD1
Q96GA7;113675;SDSL
P05787;3856;KRT8
Q68D85;374383;NCR3LG1
Q8ND24;257160;RNF214
Q9NR30;9188;DDX21
P20132;10993;SDS
Q3ZCN5;283310;OTOGL
P62861;2197;FAU
P35544;2197;FAU
Q8NGT1;26248;OR2K2
Q96CD0;55336;FBXL8
Q9NQT8;23303;KIF13B
Q01650;8140;SLC7A5
Q53GS7;2733;GLE1
P12814;87;ACTN1
Q9NTI5;23047;PDS5B
Q3KNW1;333929;SNAI3
Q8WXF1;55269;PSPC1
Q5T4F4;118813;ZFYVE27
Q9H2C1;64211;LHX5
Q8TC07;64786;TBC1D15
Q13586;6786;STIM1
P16260;8034;SLC25A16
Q13405;740;MRPL49
Q9H981;93973;ACTR8
P98073;5651;TMPRSS15
Q9H3D4;8626;TP63
Q9UGU5;10042;HMGXB4
Q96JP9;92211;CDHR1
Q0IIM8;54885;TBC1D8B
Q7Z443;342372;PKD1L3
P16233;5406;PNLIP
P32322;5831;PYCR1
Q9Y485;1657;DMXL1
Q96JF0;84620;ST6GAL2
Q9H4M3;93611;FBXO44
Q9UBW8;50813;COPS7A
Q9Y6X4;26049;FAM169A
Q14980;4926;NUMA1
P57739;9075;CLDN2
Q8TBG9;132204;SYNPR
Q6UWV2;196264;MPZL3
P78332;10180;RBM6
Q9Y6D0;58515;SELENOK
Q0D2K3;92129;RIPPLY1
Q9H479;64122;FN3K
Q96EK5;26128;KIF1BP
Q9UBS5;2550;GABBR1
Q9Y2I9;23329;TBC1D30
Q13887;688;KLF5
A6NMZ2;132203;SNTN
Q53EP0;64778;FNDC3B
Q8WWF8;133690;CAPSL
P0CB38;132430;PABPC4L
P20023;1380;CR2
Q8TE76;79710;MORC4
Q9HCU4;1952;CELSR2
Q96MS3;144423;GLT1D1
Q96DM1;161779;PGBD4
Q9UK22;26232;FBXO2
O14578;11113;CIT
Q5T4F7;6425;SFRP5
Q9Y5Q8;9328;GTF3C5
Q9NQG6;54471;MIEF1
A6NKG5;388015;RTL1
Q14654;3767;KCNJ11
Q9UIU6;51804;SIX4
Q9ULV5;3299;HSF4
O95918;7932;OR2H2
P81534;55894;DEFB103A
P81534;414325;DEFB103A
P35218;763;CA5A
P23409;4618;MYF6
Q9H4P4;10193;RNF41
A0PG75;389158;PLSCR5
P13349;4617;MYF5
Q96BT1;132200;C3orf49
Q96JM3;283489;CHAMP1
P35462;1814;DRD3
O15263;1673;DEFB4A
O15263;100289462;DEFB4A
Q9C019;89870;TRIM15
Q8NFU7;80312;TET1
Q9Y253;5429;POLH
P0CI00;100132396;ZNF705B
P55268;3913;LAMB2
O95926;25949;SYF2
P18848;468;ATF4
Q6IAA8;55004;LAMTOR1
Q6I9Y2;80145;THOC7
Q7Z7C8;129685;TAF8
Q96BT3;80152;CENPT
Q7Z6Z6;150379;PNPLA5
Q6ZSZ6;10194;TSHZ1
Q6ZP65;92558;BICDL1
Q86SQ6;84435;ADGRA1
O75541;55565;ZNF821
O75496;51053;GMNN
P61604;3336;HSPE1
Q99678;2843;GPR20
Q8IVL5;55214;P3H2
Q9P2W7;27087;B3GAT1
Q8IYJ1;151835;CPNE9
P51504;7634;ZNF80
P35626;157;GRK3
Q969S9;84340;GFM2
Q8WUJ0;6815;STYX
O75365;11156;PTP4A3
Q5HYW3;340526;RTL5
P56817;23621;BACE1
A6NCW0;645836;USP17L3
O15265;6314;ATXN7
P0C7I0;392188;USP17L8
Q15286;11021;RAB35
Q9H4Q4;59335;PRDM12
Q9BX10;54676;GTPBP2
Q14C87;121256;TMEM132D
Q8IVU1;9543;IGDCC3
Q15915;7545;ZIC1
A6NDA9;340745;LRIT2
Q96A37;115992;RNF166
O14733;5609;MAP2K7
B1APH4;642819;ZNF487
Q5HYW2;340527;NHSL2
Q5HYW2;392490;NHSL2
Q9Y5W5;11197;WIF1
Q9ULL0;57481;KIAA1210
O95998;10068;IL18BP
Q9NXP7;54826;GIN1
P10809;3329;HSPD1
P46094;2829;XCR1
Q8IZS8;55799;CACNA2D3
Q9UMS6;171024;SYNPO2
Q3B7S5;284274;SMIM21
Q96HU8;54769;DIRAS2
O95832;9076;CLDN1
Q5TEU4;79133;NDUFAF5
P61970;10204;NUTF2
Q8N9L1;84107;ZIC4
Q9P232;5067;CNTN3
O00264;10857;PGRMC1
Q9Y5I7;10686;CLDN16
Q13275;6405;SEMA3F
P51677;1232;CCR3
P07686;3074;HEXB
Q96EK4;57215;THAP11
Q9UGI6;3782;KCNN3
Q6UWW9;131920;TMEM207
Q9P2V4;26103;LRIT1
P32246;1230;CCR1
P06401;5241;PGR
Q8TDY8;57722;IGDCC4
Q9HBL6;57408;LRTM1
O94923;26035;GLCE
P54315;5407;PNLIPRP1
P20916;4099;MAG
Q9H9S3;55176;SEC61A2
Q16600;8187;ZNF239
O14682;8507;ENC1
Q8WUT9;203427;SLC25A43
Q9ULW2;11211;FZD10
Q9NQ79;55118;CRTAC1
Q16099;2900;GRIK4
Q6ZMV5;139420;PPP4R3C
P08648;3678;ITGA5
Q9UEY8;120;ADD3
Q68CP9;196528;ARID2
Q2TAP0;401647;GOLGA7B
Q8NCK3;220992;ZNF485
O95478;10412;NSA2
Q9H6F2;79041;TMEM38A
Q8N6D5;147463;ANKRD29
P41597;729230;CCR2
P52756;10181;RBM5
Q76NI1;85442;KNDC1
Q6PI48;55157;DARS2
Q495A1;201633;TIGIT
Q13492;8301;PICALM
P47804;5995;RGR
Q86WX3;91582;RPS19BP1
P05141;292;SLC25A5
Q9Y4C8;9904;RBM19
P51681;1234;CCR5
Q5T230;8433;UTF1
Q9UHF7;7227;TRPS1
Q9P2U8;57084;SLC17A6
O95231;27287;VENTX
O96019;86;ACTL6A
Q5VZV1;196541;METTL21C
Q92847;2693;GHSR
Q9Y3A3;25843;MOB4
Q9Y512;25813;SAMM50
P17041;7580;ZNF32
Q8NDH2;643677;CCDC168
Q8NCE2;64419;MTMR14
Q9UKK9;11164;NUDT5
O00421;9034;CCRL2
Q8IY81;117246;FTSJ3
Q96PM9;25946;ZNF385A
A8MU93;388327;C17orf100
Q6ZU65;254048;UBN2
P50591;8743;TNFSF10
Q96J94;9271;PIWIL1
P60006;25906;ANAPC15
P00915;759;CA1
P62955;59284;CACNG7
Q6GTX8;3903;LAIR1
Q15126;10654;PMVK
Q9BUV0;57035;RSRP1
Q96QA6;388403;YPEL2
Q07954;4035;LRP1
Q8WW33;121355;GTSF1
Q9HC78;26137;ZBTB20
Q96PS8;89872;AQP10
Q3ZCT8;166348;KBTBD12
Q9HD33;57129;MRPL47
Q9NQS5;53831;GPR84
Q9HBI1;29780;PARVB
Q6PIU2;57552;NCEH1
P07451;761;CA3
Q9BQ15;79035;NABP2
Q9NVA1;55245;UQCC1
Q2TAA8;55815;TSNAXIP1
O75794;8872;CDC123
P13010;7520;XRCC5
P23246;6421;SFPQ
Q8IZU3;50511;SYCP3
Q8N1Q1;377677;CA13
P53680;1175;AP2S1
P50150;2786;GNG4
Q86YT5;284111;SLC13A5
Q9NTW7;55734;ZFP64
Q9NST1;80339;PNPLA3
Q9NZH5;10744;PTTG2
Q6ZMI0;129285;PPP1R21
O60279;26032;SUSD5
Q6EIG7;93978;CLEC6A
Q9NPA5;55734;ZFP64
Q8WVM8;23256;SCFD1
P00918;760;CA2
P20273;933;CD22
Q9Y265;8607;RUVBL1
P62195;5705;PSMC5
Q5T0Z8;647024;C6orf132
Q8WUD6;56994;CHPT1
Q99593;6910;TBX5
Q9Y5L3;954;ENTPD2
Q15008;9861;PSMD6
Q9BW66;51550;CINP
Q92616;10985;GCN1
O60784;10043;TOM1
P30556;185;AGTR1
P47898;3361;HTR5A
Q12792;5756;TWF1
Q9NPH3;3556;IL1RAP
P61619;29927;SEC61A1
Q13868;23404;EXOSC2
O15123;285;ANGPT2
Q9Y2U8;23592;LEMD3
Q9UM47;4854;NOTCH3
Q9UEF7;9365;KL
Q9Y4U1;25974;MMACHC
Q9HCL0;54510;PCDH18
Q63HN8;57674;AC124319.1
Q8IXQ5;55975;KLHL7
Q86UD0;89958;SAPCD2
O15119;6926;TBX3
Q9UKJ1;29992;PILRA
A6NCL1;647309;GMNC
Q06830;5052;PRDX1
Q8WXS5;59283;CACNG8
Q9H330;23731;TMEM245
Q99685;11343;MGLL
A8K0R7;55778;ZNF839
Q6FIF0;54469;ZFAND6
Q8NEM0;79648;MCPH1
Q86YV5;157285;PRAG1
Q9P0K9;23732;FRRS1L
O60487;10205;MPZL2
O43674;4711;NDUFB5
Q8IZM9;145389;SLC38A6
Q5U5Z8;79841;AGBL2
Q86TI0;23216;TBC1D1
A6NKU9;441272;SPDYE3
Q9H5H4;79724;ZNF768
P57772;60678;EEFSEC
Q9Y4X4;11278;KLF12
Q9P2E8;57574;MARCH4
Q9H7E9;65265;C8orf33
Q9BV97;65988;ZNF747
Q8NGG2;219464;OR5T2
Q8WXI8;338339;CLEC4D
Q9BXT2;59285;CACNG6
Q9BZ67;83786;FRMD8
O15034;23504;RIMBP2
Q8NGG3;390154;OR5T3
P78325;101;ADAM8
Q8NG75;390155;OR5T1
Q9H0C3;84216;TMEM117
