uniprotswissprot;entrezgene_id;symbol
Q8IYU4;143630;UBQLNL
O75022;11025;LILRB3
O75022;102725035;LILRB3
O75022;107987425;LILRB3
O75022;107987462;LILRB3
P13584;1580;CYP4B1
P62820;5861;RAB1A
P04745;276;AMY1A
Q9H347;50613;UBQLN3
Q5BJD5;440026;TMEM41B
Q01968;4952;OCRL
Q96RD3;390078;OR52E6
O75023;10990;LILRB5
Q8NGF0;340980;OR52B6
P49450;1058;CENPA
Q8TEQ6;25929;GEMIN5
Q9BQB4;50964;SOST
Q9ULB5;1005;CDH7
P14652;3212;HOXB2
P82251;11136;SLC7A9
O95918;7932;OR2H2
Q6PI73;79168;LILRA6
P04733;4494;MT1F
P51452;1845;DUSP3
P09067;3215;HOXB5
Q09428;6833;ABCC8
Q5I0X7;130502;TTC32
P17483;3214;HOXB4
P04792;3315;HSPB1
Q9H2T7;64901;RANBP17
Q5SW24;168002;DACT2
Q6UWP2;79154;DHRS11
P19404;4729;NDUFV2
Q8N357;54978;SLC35F6
Q9Y689;26225;ARL5A
Q6ZNH5;162968;ZNF497
P57103;6547;SLC8A3
Q8N967;654429;LRTM2
Q9NWQ4;55668;GPATCH2L
P61981;7532;YWHAG
Q7Z6J0;57630;SH3RF1
Q8NG94;81061;OR11H1
P43378;5780;PTPN9
Q7L3T8;25973;PARS2
Q86UF1;340348;TSPAN33
B2RV13;284067;CFAP97D1
P04217;1;A1BG
Q13410;696;BTN1A1
P13640;4495;MT1G
Q13838;7919;DDX39B
Q9UK55;51156;SERPINA10
P0C7A2;202134;FAM153B
Q9C030;117854;TRIM6
P63220;6227;RPS21
Q13315;472;ATM
Q8N0U7;127795;C1orf87
A8K8P3;9814;SFI1
Q8NH80;26497;OR10D3
P20749;602;BCL3
Q9UNF1;10916;MAGED2
Q15109;177;AGER
Q6UB98;23253;ANKRD12
P21754;7784;ZP3
Q9UM21;11320;MGAT4A
Q9BZY9;11074;TRIM31
Q8N3A8;79668;PARP8
Q5VV41;27237;ARHGEF16
P59942;401250;MCCD1
I0J062;101927423;PANO1
P48729;1452;CSNK1A1
Q8N8R7;120534;ARL14EP
Q8N3T1;117248;GALNT15
Q8WTU2;136853;SSC4D
Q8NH53;79473;OR52N1
Q8NGI0;390077;OR52N2
Q9H341;390059;OR51M1
Q9H6W3;79697;RIOX1
Q7L5D6;51608;GET4
Q8NH55;390082;OR52E5
O95149;10073;SNUPN
P26639;6897;TARS
P80294;4496;MT1H
Q9H3M9;92552;ATXN3L
Q86TX2;641371;ACOT1
Q5TAA0;55001;TTC22
Q9UPW8;23025;UNC13A
Q5SQI0;79969;ATAT1
Q5SYC1;134829;CLVS2
Q96EH8;93082;NEURL3
O00479;10473;HMGN4
Q9NVE4;55231;CCDC87
Q8NFR9;132014;IL17RE
Q8TAT6;55666;NPLOC4
Q14444;4076;CAPRIN1
Q15777;744;MPPED2
Q86WZ0;399671;HEATR4
Q9ULW3;29777;ABT1
Q8NCR3;160140;C11orf65
Q9UJQ7;140856;SCP2D1
Q9NWU5;29093;MRPL22
Q96T68;83852;SETDB2
Q9UGU0;6942;TCF20
P22033;4594;MMUT
Q3I5F7;641372;ACOT6
Q9C035;85363;TRIM5
Q8TF71;117247;SLC16A10
Q9ULZ1;8862;APLN
O75677;5988;RFPL1
P49753;10965;ACOT2
Q6U7Q0;79692;ZNF322
Q8N9L9;122970;ACOT4
Q96HB5;90060;CCDC120
Q15617;26494;OR8G1
Q9Y672;29929;ALG6
Q495M9;124590;USH1G
Q6ZRQ5;253714;MMS22L
Q03989;10865;ARID5A
P43034;5048;PAFAH1B1
Q8N8J7;132720;FAM241A
Q9NV70;55763;EXOC1
P12036;4744;NEFH
Q8NGB9;390648;OR4F6
O14967;1047;CLGN
Q8NGB8;390649;OR4F15
Q8NG78;219865;OR8G5
P69891;3047;HBG1
Q8NH56;390075;OR52N5
Q8WZ84;283159;OR8D1
Q13232;4832;NME3
Q9H346;390066;OR52D1
Q96KT7;83650;SLC35G5
P29466;834;CASP1
Q9GZM6;283160;OR8D2
Q9Y5P0;79339;OR51B4
Q14004;8621;CDK13
P19113;3067;HDC
Q8NGI3;387748;OR56B1
P43628;3804;KIR2DL3
Q12950;2298;FOXD4
Q9BXM0;57716;PRX
Q9Y5L5;55891;LENEP
Q6IFG1;390079;OR52E8
Q8NGJ2;390067;OR52H1
Q9UNA1;23092;ARHGAP26
Q9H343;390063;OR51I1
Q9Y216;9108;MTMR7
Q6RUI8;84798;C19orf48
Q9H344;390064;OR51I2
Q8IZK6;255231;MCOLN2
O94901;23353;SUN1
Q96JA4;84689;MS4A14
Q9BTF0;80745;THUMPD2
Q7RTS6;92736;OTOP2
Q9C0J8;55339;WDR33
P99999;54205;CYCS
P02100;3046;HBE1
Q9UBS5;2550;GABBR1
Q9H446;51389;RWDD1
Q9Y5P1;79345;OR51B2
P20340;5870;RAB6A
Q9Y619;10166;SLC25A15
Q1ZYL8;113177;IZUMO4
Q587I9;84826;SFT2D3
P51571;6748;SSR4
P30049;513;ATP5F1D
Q3L8U1;80205;CHD9
Q96DS6;245802;MS4A6E
Q9NR33;56655;POLE4
P49247;22934;RPIA
Q5TF39;91749;MFSD4B
M0R2J8;341019;DCDC1
P48454;5533;PPP3CC
Q8NEZ2;137492;VPS37A
Q96DT0;85329;LGALS12
P69892;3048;HBG2
Q9GZW8;58475;MS4A7
Q9H0W9;28970;C11orf54
Q96BX8;126308;MOB3A
P40425;5089;PBX2
Q9NV79;55251;PCMTD2
Q9ULV8;23624;CBLC
Q08431;4240;MFGE8
Q76KP1;338707;B4GALNT4
Q53GA4;7262;PHLDA2
Q8TEV9;140775;SMCR8
P43628;3804;KIR2DL3
P08631;3055;HCK
O43895;7512;XPNPEP2
Q9UL19;5920;PLAAT4
Q9UPT6;23162;MAPK8IP3
A1IGU5;389337;ARHGEF37
O60759;9595;CYTIP
O75391;9552;SPAG7
Q6IN84;79922;MRM1
Q8N743;115653;KIR3DL3
Q8N5W9;359845;RFLNB
Q9UIR0;56244;BTNL2
Q9BTV7;81928;CABLES2
Q5PRF9;55095;SAMD4B
Q9C0D4;85460;ZNF518B
Q9NWW9;54979;PLAAT2
O95873;57827;C6orf47
P53816;11145;PLAAT3
Q9C0D2;85459;CEP295
Q8IX03;23286;WWC1
Q9NW38;55120;FANCL
O60504;10174;SORBS3
Q9UPN9;51592;TRIM33
Q08257;1429;CRYZ
Q99733;4676;NAP1L4
Q16696;1553;CYP2A13
Q13332;5802;PTPRS
Q5MNZ9;55062;WIPI1
Q49A26;84656;GLYR1
P43632;3809;KIR2DS4
P34896;6470;SHMT1
Q7RTS5;347741;OTOP3
Q9BX26;10388;SYCP2
P51553;3421;IDH3G
P78334;2564;GABRE
P57727;64699;TMPRSS3
Q7Z7G1;116449;CLNK
O00213;322;APBB1
Q96R69;26682;OR4F4
Q8N7H5;54623;PAF1
Q04900;8763;CD164
Q15165;5445;PON2
P42898;4524;MTHFR
Q9P2L0;57539;WDR35
Q92575;23190;UBXN4
Q9UKD2;51154;MRTO4
Q8IWA0;84128;WDR75
Q6IPR3;127253;TYW3
P08185;866;SERPINA6
P80297;4501;MT1X
Q8N865;136895;C7orf31
P01903;3122;HLA-DRA
O14618;9973;CCS
Q9UHV2;29950;SERTAD1
P00751;629;CFB
O00294;7287;TULP1
Q9H5J8;79101;TAF1D
Q9NPG3;29855;UBN1
Q9BXW6;114876;OSBPL1A
P53672;1412;CRYBA2
Q5BKY9;257415;FAM133B
P01160;4878;NPPA
Q6DD88;25923;ATL3
Q6S545;23784;POTEH
P62753;6194;RPS6
Q9UM73;238;ALK
O14522;11122;PTPRT
Q96ND0;125228;FAM210A
Q9NSV4;81624;DIAPH3
Q86Y07;7444;VRK2
O75154;9727;RAB11FIP3
A0A1B0GVH7;285423;IQCM
Q9UPU7;23102;TBC1D2B
Q6ZMB0;192134;B3GNT6
P98170;331;XIAP
Q8NEA9;64396;GMCL2
Q9H936;79751;SLC25A22
Q96FX2;285381;DPH3
Q9Y458;50945;TBX22
Q9HD36;10017;BCL2L10
Q99706;3805;KIR2DL4
Q99706;112268354;KIR2DL4
P25103;6869;TACR1
P10644;5573;PRKAR1A
P43363;4109;MAGEA10
Q9Y259;1120;CHKB
Q504T8;90007;MIDN
Q7L1I2;9899;SV2B
P51797;1185;CLCN6
P13639;1938;EEF2
F5H284;645142;PPIAL4D
Q96ST8;84902;CEP89
Q9BWF3;5936;RBM4
Q3ZCV2;163747;LEXM
Q9BW61;79016;DDA1
P14618;5315;PKM
P78549;4913;NTHL1
O15403;9120;SLC16A6
Q2VIQ3;285643;KIF4B
Q9BQ48;64981;MRPL34
Q5JUW0;55634;KRBOX4
Q6ZU64;255101;CFAP65
Q15418;6195;RPS6KA1
Q96PK6;10432;RBM14
Q00534;1021;CDK6
Q5SNV9;284498;C1orf167
Q9NUZ1;55289;ACOXL
O43148;8731;RNMT
P22466;51083;GAL
P42262;2891;GRIA2
Q96QK8;201895;SMIM14
Q9NYW3;50837;TAS2R7
O75952;26256;CABYR
Q9BQ04;83759;RBM4B
Q8IWL3;150274;HSCB
P50895;4059;BCAM
P47929;3963;LGALS7
P47929;653499;LGALS7
Q9HC58;57419;SLC24A3
Q96MK3;54757;FAM20A
Q12857;4774;NFIA
Q96KQ7;10919;EHMT2
Q9HCE9;57719;ANO8
P47929;3963;LGALS7B
P47929;653499;LGALS7B
Q9UBB5;8932;MBD2
Q9HB75;55367;PIDD1
P06681;717;C2
O95373;10527;IPO7
P41440;6573;SLC19A1
P34903;2556;GABRA3
Q96I13;79575;ABHD8
Q9NYW2;50836;TAS2R8
P28331;4719;NDUFS1
Q6JEL2;317719;KLHL10
Q7L2Z9;55166;CENPQ
Q9NV31;55272;IMP3
Q96EG1;22901;ARSG
Q06413;4208;MEF2C
Q9Y330;221527;ZBTB12
P58397;81792;ADAMTS12
Q9NVC6;9440;MED17
P32238;886;CCKAR
Q8WV41;257364;SNX33
O43521;10018;BCL2L11
Q9NYW1;50835;TAS2R9
Q15269;5822;PWP2
Q5VIR6;55275;VPS53
Q96QK1;55737;VPS35
O60701;7358;UGDH
Q9Y5Q9;9330;GTF3C3
Q9NSD7;51289;RXFP3
O00635;10475;TRIM38
P32243;5015;OTX2
O15533;6892;TAPBP
Q08462;108;ADCY2
P08910;11057;ABHD2
P19022;1000;CDH2
Q9UDY6;10107;TRIM10
Q93074;9968;MED12
O00305;785;CACNB4
Q9UMX9;51151;SLC45A2
Q9UJW9;29946;SERTAD3
P42892;1889;ECE1
Q92523;1375;CPT1B
Q15849;8170;SLC14A2
Q8NER5;130399;ACVR1C
P24903;1572;CYP2F1
Q9UKN1;10071;MUC12
O15232;4148;MATN3
P09848;3938;LCT
O95197;10313;RTN3
O75808;6650;CAPN15
P06340;3111;HLA-DOA
Q7KZ85;6830;SUPT6H
P15814;3543;IGLL1
Q9UPN3;23499;MACF1
Q9UPN3;643314;MACF1
Q5XKR4;23440;OTP
Q13387;23542;MAPK8IP2
Q9P1F3;58527;ABRACL
Q8NCX0;284992;CCDC150
Q9Y4I5;9633;TESMIN
P41439;2352;FOLR3
O95154;22977;AKR7A3
P13747;3133;HLA-E
P08238;3326;HSP90AB1
Q9H1A4;64682;ANAPC1
Q9NQV5;56981;PRDM11
Q9NY25;23601;CLEC5A
P30043;645;BLVRB
Q9Y4H4;63940;GPSM3
Q86V48;7798;LUZP1
Q9UN88;55879;GABRQ
P59533;5726;TAS2R38
Q96MT1;153830;RNF145
P39060;80781;COL18A1
Q92629;6444;SGCD
Q96KS9;83648;FAM167A
Q9UPY8;22924;MAPRE3
Q9UBI9;51696;HECA
Q969T7;115024;NT5C3B
Q6P2Q9;10594;PRPF8
Q969T9;23558;WBP2
Q99466;4855;NOTCH4
Q8NCT1;91947;ARRDC4
O15514;5433;POLR2D
Q9NYW0;50839;TAS2R10
P15328;2348;FOLR1
P59541;259293;TAS2R30
Q86YN6;133522;PPARGC1B
Q9NYV9;50838;TAS2R13
Q8TAX9;55876;GSDMB
O60749;6643;SNX2
O60341;23028;KDM1A
Q8NC74;140893;RBBP8NL
Q99967;10370;CITED2
Q5SZD4;389396;GLYATL3
Q13769;8563;THOC5
Q16378;5554;PRR4
Q16378;11272;PRR4
Q5TD94;345895;RSPH4A
Q13336;6563;SLC14A1
O15156;51043;ZBTB7B
Q13061;10345;TRDN
Q5SW96;26119;LDLRAP1
O43451;8972;MGAM
Q9C019;89870;TRIM15
Q6PL45;283870;BRICD5
Q96MP8;154881;KCTD7
Q9HCQ7;64111;NPVF
Q9Y5U4;51141;INSIG2
Q96AP4;221302;ZUP1
O75995;54440;SASH3
Q8NGU2;130075;OR9A4
Q9UM11;51343;FZR1
Q16206;10495;ENOX2
Q5T1A1;127579;DCST2
Q8N3L3;167838;TXLNB
Q9NYV8;50840;TAS2R14
Q9NYV8;106707243;TAS2R14
Q5SZD1;135398;C6orf141
O14792;9957;HS3ST1
P59542;259294;TAS2R19
Q8N138;94103;ORMDL3
P59543;259295;TAS2R20
Q9H305;29965;CDIP1
Q9Y279;11326;VSIG4
Q9BPU6;56896;DPYSL5
Q96CN7;51015;ISOC1
P02810;5555;PRH2
Q9H159;28513;CDH19
Q15392;1718;DHCR24
Q14566;4175;MCM6
P59540;259292;TAS2R46
Q6ZNE9;285180;RUFY4
P59544;259296;TAS2R50
P59537;259289;TAS2R43
P59537;259291;TAS2R43
Q9BPW8;8508;NIPSNAP1
P59538;259290;TAS2R31
Q63HQ0;55435;AP1AR
O96017;11200;CHEK2
Q12874;10946;SF3A3
Q6NUT3;126321;MFSD12
Q96RD0;26595;OR8B2
Q8N461;146330;FBXL16
Q8NGG8;390271;OR8B3
Q6UVK1;1464;CSPG4
Q6PGQ1;51233;DRICH1
Q9UJ41;27342;RABGEF1
Q96RC9;283162;OR8B4
Q13023;9472;AKAP6
Q96EG3;116412;ZNF837
O95872;7918;GPANK1
P48742;3975;LHX1
Q15620;26493;OR8B8
P12319;2205;FCER1A
Q9H2X9;57468;SLC12A5
Q9UBK8;4552;MTRR
Q96S15;84219;WDR24
A6NG13;152586;MGAT4D
Q7Z7M0;1954;MEGF8
O75923;8291;DYSF
P35913;5158;PDE6B
P32519;1997;ELF1
Q9H1J5;7478;WNT8A
Q05925;2019;EN1
P59773;100127206;MINAR2
Q9NR34;57134;MAN1C1
P43357;4102;MAGEA3
Q9P0W2;10362;HMG20B
Q70JA7;337876;CHSY3
Q9NX61;54929;TMEM161A
P56470;3960;LGALS4
P30954;26476;OR10J1
Q9BWX5;140628;GATA5
Q9H814;51808;PHAX
C9JLR9;65998;C11orf95
H3BR10;100507203;SMLR1
Q14CZ7;79072;FASTKD3
Q9P0S2;51241;COX16
Q9BQ61;79002;TRIR
P18545;5148;AC139530.1
A6NCJ1;100128569;C19orf71
P04440;3115;HLA-DPB1
Q8IZJ4;266747;RGL4
Q6NV74;343990;KIAA1211L
P57105;55333;SYNJ2BP
Q53S99;56918;C2orf83
A4QMS7;134121;C5orf49
O15117;2533;FYB1
Q6ZRI8;158763;ARHGAP36
Q13352;23421;ITGB3BP
Q8IVU3;55008;HERC6
O75352;9526;MPDU1
Q5QJU3;340485;ACER2
P20036;3113;HLA-DPA1
Q9UIG8;28232;SLCO3A1
P60981;11034;DSTN
Q13164;5598;MAPK7
Q13286;1201;CLN3
Q14135;9686;VGLL4
Q13268;10202;DHRS2
P08833;3484;IGFBP1
Q13368;4356;MPP3
Q5VWX1;202559;KHDRBS2
Q9P1W8;55423;SIRPG
Q5JRC9;158724;FAM47A
Q9NUQ6;26010;SPATS2L
P14780;4318;MMP9
Q9UQB3;1501;CTNND2
P67870;1460;CSNK2B
P0CG20;146325;PRR35
Q9BYM8;10616;RBCK1
Q9BTP7;91442;FAAP24
O15209;9278;ZBTB22
Q7L8C5;57586;SYT13
Q02930;9586;CREB5
Q02539;3024;HIST1H1A
Q06643;4050;LTB
P68431;8350;HIST1H3A
P01920;3119;HLA-DQB1
P62805;8359;HIST1H4A
Q9UHQ4;55973;BCAP29
Q96QP1;80216;ALPK1
P62805;8366;HIST1H4B
Q96L73;64324;NSD1
P68431;8358;HIST1H3B
A0A0J9YY54;100132015;TEX13D
P04908;8335;HIST1H2AB
Q9BV57;55256;ADI1
Q15785;10953;TOMM34
P33778;3018;HIST1H2BB
P55008;199;AIF1
Q5SQI0;79969;ATAT1
Q8NDX9;58496;LY6G5B
O75970;8777;MPDZ
P16499;5145;PDE6A
Q685J3;140453;MUC17
P36871;5236;PGM1
P17693;3135;HLA-G
Q9BYD5;84518;CNFN
P98077;25759;SHC2
O75095;1953;MEGF6
Q8IYN0;163227;ZNF100
Q9NTN3;23169;SLC35D1
Q96CG3;92610;TIFA
Q4VXU2;80336;PABPC1L
P53582;23173;METAP1
Q13451;2289;FKBP5
A8K855;84455;EFCAB7
Q9Y2T1;8313;AXIN2
Q9UEW3;8685;MARCO
O75554;11193;WBP4
Q8NGG6;219858;OR8B12
O95918;7932;OR2H2
Q9NRC1;7982;ST7
Q7Z5L3;165257;C1QL2
Q96SQ9;29785;CYP2S1
Q8IUN9;10462;CLEC10A
Q99963;6457;SH3GL3
Q7Z402;79905;TMC7
P06899;8970;HIST1H2BJ
Q14699;23180;RFTN1
Q13643;2275;FHL3
P51116;9513;FXR2
Q6PK04;339230;CCDC137
P50443;1836;SLC26A2
Q6ZNM6;389320;TEX43
Q5BKU9;339229;OXLD1
Q8IXM7;161753;ODF3L1
O00453;7940;LST1
O60248;6665;SOX15
Q17RP2;81789;TIGD6
Q9UKZ4;10178;TENM1
Q05469;3991;LIPE
Q8NGG7;390275;OR8A1
P56597;8382;NME5
P67775;5515;PPP2CA
Q5JVX7;400757;C1orf141
Q8WYP3;54453;RIN2
Q99807;10229;COQ7
Q6UXB2;284340;CXCL17
P61160;10097;ACTR2
O95208;22905;EPN2
P54136;5917;RARS
Q99835;6608;SMO
Q8N8E3;201134;CEP112
O60880;4068;SH2D1A
Q12766;22993;HMGXB3
O14874;10295;BCKDK
Q9BVC4;64223;MLST8
Q9BUA3;144097;SPINDOC
P49336;1024;CDK8
Q8IUX8;25975;EGFL6
Q14974;3837;KPNB1
P31997;1088;CEACAM8
Q5VWK5;149233;IL23R
Q9GZX9;57045;TWSG1
Q96LD4;91107;AC087289.1
Q96HP4;92106;OXNAD1
Q9BRZ2;81844;TRIM56
Q9NY61;26574;AATF
P22492;3010;HIST1H1T
P16403;3006;HIST1H1C
Q8N2W9;51588;PIAS4
P68431;8352;HIST1H3C
P43356;266740;MAGEA2B
P61086;3093;UBE2K
Q8IZ81;255520;ELMOD2
Q6NXS1;153743;PPP1R2B
Q96GM1;64748;PLPPR2
Q8NHC4;127385;OR10J5
Q02928;1579;CYP4A11
Q6DCA0;83607;AMMECR1L
O14931;259197;NCR3
P13866;6523;SLC5A1
Q96BD0;28231;SLCO4A1
P63208;6500;SKP1
O95352;10533;ATG7
P25025;3579;CXCR2
P17038;7594;ZNF43
P28360;4487;MSX1
P55008;199;AIF1
Q8IZU8;92126;DSEL
Q9BTV4;79188;TMEM43
P28221;3352;HTR1D
O60763;8615;USO1
O43506;8748;ADAM20
Q9UKJ8;8747;ADAM21
P0C0S8;8969;HIST1H2AG
Q658P3;55240;STEAP3
P62805;8294;HIST1H4I
P57789;54207;KCNK10
Q16236;4780;NFE2L2
P14207;2350;FOLR2
P55083;4239;MFAP4
O60814;85236;HIST1H2BK
P01906;3117;HLA-DQA2
P01906;3118;HLA-DQA2
Q96KK5;85235;HIST1H2AH
Q9H3V2;64232;MS4A5
Q9H1H9;63971;KIF13A
P30626;6717;SRI
Q8TDN2;169522;KCNV2
Q6PB30;158511;CSAG1
P02743;325;APCS
P50990;10694;CCT8
O00222;2918;GRM8
P20265;5454;POU3F2
Q6UXG3;146894;CD300LG
A6NDG6;283871;PGP
P62310;27258;LSM3
Q9Y3A2;51118;UTP11
Q96BW1;139596;UPRT
Q96QZ0;116337;PANX3
Q03052;5453;POU3F1
P43365;4111;MAGEA12
Q9Y574;51666;ASB4
Q7L0X0;9865;TRIL
P60842;1973;EIF4A1
Q8N6K0;121793;TEX29
Q687X5;79689;STEAP4
Q8N7F7;164153;UBL4B
Q15397;9933;PUM3
Q92932;5799;PTPRN2
Q9NRR1;54360;CYTL1
Q30201;3077;HFE
Q8IXY8;285755;PPIL6
Q9UI40;25769;SLC24A2
Q86UU9;255061;TAC4
Q7L5Y1;55556;ENOSF1
P04745;277;AMY1B
Q01831;7508;XPC
Q9H1V8;388662;SLC6A17
Q96QI5;64711;HS3ST6
P05538;3120;HLA-DQB2
Q96RK4;585;BBS4
Q8N118;260293;CYP4X1
Q6PJ69;201292;TRIM65
P25874;7350;UCP1
O95171;8796;SCEL
Q86UL8;9863;MAGI2
A6NHQ2;345630;FBLL1
Q14833;2914;GRM4
P46782;6193;RPS5
P25024;3577;CXCR1
Q16654;5166;PDK4
Q9ULH0;57498;KIDINS220
O60906;6610;SMPD2
Q9BZM5;80328;ULBP2
O43345;7757;ZNF208
Q9BZM6;80329;ULBP1
Q9BZV2;80704;SLC19A3
Q9H3S3;80975;TMPRSS5
Q6ZT07;23158;TBC1D9
Q9NYW3;50837;TAS2R7
Q9NYW2;50836;TAS2R8
P13688;634;CEACAM1
Q8N8B7;170082;TCEANC
Q9UPM9;27077;B9D1
Q9H4L4;26168;SENP3
Q9GZV7;60484;HAPLN2
Q96DN2;220001;VWCE
P51151;9367;RAB9A
Q9H3U7;64094;SMOC2
P36402;6932;TCF7
P62807;8347;HIST1H2BC
P52747;7702;ZNF143
Q5XLA6;440068;CARD17
Q9NYW1;50835;TAS2R9
P62805;8364;HIST1H4C
Q3ZCM7;347688;TUBB8
Q93077;8334;HIST1H2AC
Q5EG05;114769;CARD16
P34810;968;CD68
P06870;3816;KLK1
Q9BQJ4;83604;TMEM47
O43681;439;ASNA1
Q15846;27098;CLUL1
Q5TCH4;284541;CYP4A22
P04632;826;CAPNS1
Q9UER7;1616;DAXX
Q8NA70;170062;FAM47B
Q9Y5P2;389903;CSAG3
P02741;1401;CRP
Q96F10;112483;SAT2
Q86W10;199974;CYP4Z1
Q03721;3749;KCNC4
Q15768;1949;EFNB3
Q14031;1288;COL4A6
O75934;10286;BCAS2
P43356;4101;MAGEA2
O75347;6902;TBCA
Q3B820;84140;FAM161A
O94973;161;AP2A2
Q9UBS5;2550;GABBR1
Q5M775;92521;SPECC1
Q99729;3182;HNRNPAB
Q76L83;55252;ASXL2
Q9BVJ7;54935;DUSP23
P43360;4105;MAGEA6
P04818;7298;TYMS
O95050;11185;INMT
P49447;1534;CYB561
Q3KRA6;130355;C2orf76
Q96H15;91937;TIMD4
A2A368;139604;MAGEB16
Q8IV36;283987;HID1
Q9UBE8;51701;NLK
Q9H3G5;54504;CPVL
P30530;558;AXL
Q8N0U2;199964;TMEM61
O75027;22;ABCB7
Q8N568;166614;DCLK2
P29972;358;AQP1
Q8IUZ5;85007;PHYKPL
Q8IVW4;51265;CDKL3
P13765;3112;HLA-DOB
O95718;2103;ESRRB
P62699;51646;YPEL5
Q9BW11;83463;MXD3
P12271;6017;RLBP1
Q6NVH7;126074;SWSAP1
Q96PU8;9444;QKI
Q8TAP9;136647;MPLKIP
O43711;30012;TLX3
Q9Y446;11187;PKP3
Q4G0A6;84182;MINDY4
Q15311;10928;RALBP1
P05121;5054;SERPINE1
Q9UKA2;26235;FBXL4
Q9H2R5;55554;KLK15
Q8IWK6;166647;ADGRA3
Q4LDG9;83544;DNAL1
Q96AG3;91137;SLC25A46
Q5VXU1;154215;NKAIN2
Q9H254;57731;SPTBN4
P59544;259296;TAS2R50
Q969Q5;53917;RAB24
Q9NYW0;50839;TAS2R10
Q9NWB1;54715;RBFOX1
Q0VD83;55911;APOBR
Q9BQE6;79081;LBHD1
P61803;1603;DAD1
Q8TC41;154214;RNF217
Q8WZ55;7809;BSND
Q96B67;57561;ARRDC3
Q3SX64;284451;ODF3L2
Q9NQX4;55930;MYO5C
Q9NZV5;57190;SELENON
P02810;5555;PRH2
P19235;2057;EPOR
Q9Y5N6;23594;ORC6
Q66GS9;9662;CEP135
C9JQI7;642987;TMEM232
Q8WVY7;134510;UBLCP1
Q9H7T9;79000;AUNIP
O14770;4212;MEIS2
Q9Y2J2;23136;EPB41L3
E9PRG8;102288414;C11orf98
Q13324;1395;CRHR2
Q9H7E2;81550;TDRD3
Q16378;5554;PRR4
Q16378;11272;PRR4
Q9Y255;27166;PRELID1
A8MUP2;751071;CSKMT
Q8N8A8;283777;FAM169B
P52757;1124;CHN2
Q8N1F7;9688;NUP93
Q9UPY6;10810;WASF3
Q96GR2;23205;ACSBG1
Q6P9B9;80789;INTS5
Q7Z698;200734;SPRED2
Q6UW78;790955;UQCC3
Q9H799;65250;CPLANE1
P12956;2547;XRCC6
Q9NYV8;50840;TAS2R14
Q9NYV8;106707243;TAS2R14
Q86V97;89890;KBTBD6
P04278;6462;SHBG
Q8ND90;9240;PNMA1
Q9NYV9;50838;TAS2R13
P50416;1374;CPT1A
Q8NCQ7;147011;PROCA1
Q14623;3549;IHH
Q9BV40;8673;VAMP8
P82930;65993;MRPS34
A6NKC9;646892;SH2D7
Q8TB40;63874;ABHD4
O95183;10791;VAMP5
Q9UIA9;23039;XPO7
O43916;8534;CHST1
Q12899;7726;TRIM26
O15131;3841;KPNA5
O75838;10518;CIB2
O14775;10681;GNB5
O75570;9617;MTRF1
Q99944;80864;EGFL8
Q0P5N6;339231;ARL16
Q5FVE4;81616;ACSBG2
Q3MIN7;57139;RGL3
Q9H999;79646;PANK3
Q5T9G4;221481;ARMC12
Q8WVZ9;84078;KBTBD7
Q92186;8128;ST8SIA2
Q99946;80863;PRRT1
Q9NQ66;23236;PLCB1
O95365;51341;ZBTB7A
Q8WWF5;148066;ZNRF4
Q92988;1748;DLX4
Q9HAC7;79783;SUGCT
Q8N423;10288;LILRB2
Q9H019;56181;MTFR1L
O60930;246243;RNASEH1
P07307;433;ASGR2
Q6PKH6;317749;DHRS4L2
O15056;8871;SYNJ2
Q8TES7;85302;FBF1
P42568;4300;MLLT3
Q5T0D9;127262;TPRG1L
Q99665;3595;IL12RB2
Q8IWG1;126820;WDR63
P29460;3593;IL12B
P50213;3419;IDH3A
Q9Y5B6;94104;PAXBP1
P52569;6542;SLC7A2
Q96GW7;63827;BCAN
P35368;147;ADRA1B
P78556;6364;CCL20
A6NGC4;727910;TLCD2
O14964;9146;HGS
Q14574;1825;DSC3
Q6WN34;25884;CHRDL2
Q8ND23;90668;CARMIL3
P09629;3217;HOXB7
Q9NZS9;51283;BFAR
Q8NFU1;54831;BEST2
Q5TDP6;51557;LGSN
P17482;3219;HOXB9
Q96DV4;64978;MRPL38
P17481;3218;HOXB8
Q9UIR0;56244;BTNL2
P78324;140885;SIRPA
P48378;5990;RFX2
Q02094;6005;RHAG
Q9NYP8;56245;C21orf62
Q9BXJ4;114899;C1QTNF3
O00570;6656;SOX1
Q9ULC0;51705;EMCN
P11766;128;ADH5
Q8TDD5;55283;MCOLN3
P36507;5605;MAP2K2
P04150;2908;NR3C1
P11836;931;MS4A1
Q9NP59;30061;SLC40A1
O43390;10236;HNRNPR
A4GXA9;197342;EME2
O94991;26050;SLITRK5
Q9UHK6;23600;AMACR
P17096;3159;HMGA1
Q99943;10554;AGPAT1
Q8IUC4;85415;RHPN2
P61599;51126;NAA20
Q2M3X9;641339;ZNF674
Q9BTZ2;10901;DHRS4
Q9H0R1;55745;AP5M1
Q9NYB9;10152;ABI2
Q9Y484;11152;WDR45
Q9UII4;51191;HERC5
P0DPI2;8209;GATD3A
Q93096;7803;PTP4A1
Q99952;26469;PTPN18
Q68D51;163259;DENND2C
Q6PJ21;90864;SPSB3
A6NJW4;100505591;LRRC3C
Q15012;9741;LAPTM4A
