p1,p2,pvalue
P00441,P43403,0.023915296905079222
P05067,P54762,0.06419369169258107
P01034,Q99572,0.00459055234710499
P05067,Q01082,0.028234364973591983
P24593,P36897,0.03650229527617355
P61769,P29320,0.010044918307912532
P46108,Q9Y2I1,0.007231353966138506
P19022,P08575,0.0037020583444395084
P05067,Q99755,0.020213238560639717
P05067,P19438,0.0735722394984945
P61978,Q5TCQ9,0.011328298533984895
P19022,P13591,0.00886025963769189
P46108,Q9UBS5,0.008070487190878129
P10147,O60674,0.020805567895750037
P05067,P47870,0.0725109827730885
P61978,P06703,0.013450811984796881
P05067,Q9NR61,0.06942593415272225
P61769,P55290,0.008539414581173799
P05067,P41586,0.09000937854780591
P46108,O14807,0.022829359790710303
P19022,Q9HCU4,0.005256922849104102
P48444,Q9UL26,0.012488276815242609
P10147,P51681,7.404116688879017e-5
P01034,P10912,0.007181993188212646
P05067,P41146,0.17105977590206822
P05067,P18507,0.10570610592822943
P05067,P53708,0.06680981292265166
P05067,P37288,0.058492521842144235
P61769,P07766,0.002122513450811985
P05067,P17252,0.025716965299373118
P05067,Q03113,0.007453477466804877
P00441,P37173,0.015968211659015748
P05067,P56559,0.012216792536650378
P06703,P08138,0.002221235006663705
P46108,Q96S79,0.024828471296707635
P09601,P23469,0.0037267387334024384
P05067,P35968,0.06545239152969051
P61769,Q7Z6A9,0.005084160126363591
P01034,P17813,0.0014808233377758032
P46108,Q8TAI7,0.04815143886667654
P05067,O43613,0.06399624858087763
P05067,O43424,0.048694407423861
P05067,Q8TAV4,0.0371193050002468
P19022,P13612,0.004170985734735179
P17931,Q92542,0.0015301841157016635
P05067,P16234,0.04921269559208253
P05067,Q9Y4J8,0.09531566217483588
P01034,Q8NFT8,0.0074287970778419464
P58546,P29371,0.007231353966138506
P29279,P17252,0.024482945851226616
P05067,P12319,0.13598894318574462
P61978,Q9BXB1,0.0036773779554765784
P05067,P21453,0.04000691050890962
P46108,Q12829,0.02162002073152673
P05067,P08648,0.08134656202181746
P05019,Q02763,0.0036033367885877883
P61769,P14867,0.03603336788587788
P05067,O95371,0.14771212794313637
P61769,P40189,8.391332247396219e-4
P05019,Q9Y239,0.00918110469420998
P61769,Q8TCU6,0.01712818994027346
P05067,Q16288,0.0013821017819240832
P23528,P11362,0.012512957204205538
P61978,Q7Z699,0.017276272274051038
P09601,P51159,0.007107952021323856
P05067,Q15761,0.050224591539562664
P48444,Q99572,0.007922404857100548
P24593,P01375,0.01322868848413051
P10253,P20336,0.006935189298583346
P05019,Q86WV1,0.007700281356434177
P30101,P62491,0.01325336887309344
P61769,O14920,0.012488276815242609
P05067,Q8NGF4,0.15669578952564292
P05067,Q86YT6,0.0713510044918308
P18065,P17301,0.006688385408954045
P05067,Q9UL26,0.06710597759020683
P46108,P25942,0.06308307418924922
P09382,P61586,0.02633397502344637
P46108,Q9BX66,0.00893430080458068
P46108,O43739,0.013771657041314972
P19022,P06241,0.016017572436941605
P29279,P30626,0.0077249617453971076
P05067,Q15286,0.019546868058640605
P23528,P61026,0.0019744311170344043
P24593,P17252,0.007058591243397996
P61769,P28476,0.043190680685127596
P05067,A1A4S6,0.06130608618391826
P46108,Q99835,0.05239646576830051
P46108,Q7Z699,0.03830396367046745
P46108,P29323,0.004072264178883459
P05067,Q9BZJ8,0.02714842785922306
P20933,P49768,0.005651809072510983
P05067,P27037,0.04099412606742682
P01034,P49810,0.014166543264721852
P22392,P01375,0.024359543906411964
P48444,P61106,0.004862036625697221
P61769,Q8N1C3,0.03953798311861395
P46108,P13591,0.058097635618737355
P01034,P36897,0.028160323806703195
P05067,P61106,0.019324744557974234
P09382,P08138,0.010415124142356484
P61769,Q96PD2,0.045140431413199074
P23528,P46940,7.157312799249716e-4
P05067,P63000,0.16345821610148575
P05067,P32245,0.07302927094131004
P61769,Q9BZW8,0.036921861888543364
P05067,P16066,0.12206920381065206
P18065,Q13418,0.024951873241522288
P05067,Q9UN19,0.08744261809566119
Q99497,P20336,0.0024927192852559356
P05067,Q14957,0.13300261612123007
P09601,O95716,0.009329187027987561
P46108,P46934,0.021200454119156917
P01034,P40189,0.017498395774717408
P05067,P49768,3.208450565180907e-4
P05067,P35916,0.16205143393059876
P46108,Q9HBH0,0.029567105977590206
P05067,P52824,0.08166740707833556
P61769,O76036,0.0018016683942938942
P05067,P35240,0.045905523471049904
P05067,Q9UGC6,0.08072955229774421
P05067,Q15825,0.10178192408312355
P05067,P11234,0.15237672145713016
P61769,Q96PE1,0.016289056715533837
P61978,P46934,0.0028629251196998864
P05067,P57729,0.024112740016782666
P46108,P08575,0.05762870822844168
P46108,Q9UEF7,0.045189792191124935
P48444,Q9NP72,0.006688385408954045
P05067,Q13873,0.05777679056221926
P05067,P40818,0.08448097142010957
P46108,Q9NP72,0.011525741645688335
P05067,Q9HB21,0.06444049558221038
P05019,O14494,0.004886717014660151
P01034,Q8WU20,0.014141862875758922
P61769,O95292,0.03822992250357866
P46108,O15068,0.011229576978133175
Q15121,O14939,6.663705019991116e-4
P46108,O14920,0.025223357520114516
P46108,Q96E17,0.025297398687003307
P19022,Q15375,0.00908238313835826
P10147,P01375,0.00424502690162397
P46108,P57735,0.041956661236981094
P46108,P36897,0.03706994422232095
P05067,P62070,0.17555160669332148
P05067,Q08345,0.10069598696875463
P05067,P13385,0.06330519768991559
P05067,Q08881,0.09879559701860902
P09382,P17948,0.0026654820079964462
P05019,P21583,0.00886025963769189
P05019,Q9HB21,0.012118070980798657
P19022,O75581,0.006762426575842835
P05067,Q96DA2,0.06441581519324745
P05067,P47901,0.11392467545288514
P22392,O60260,0.0016535860605163138
P24593,P29474,0.003085048620366257
P05019,Q9Y4D7,0.005849252184214423
P61769,P78334,0.008045806801915198
P05067,Q8IU80,0.05508662816525989
P46108,P35240,0.015869490103164026
P61769,P17081,0.04526383335801372
P48444,P51159,0.006959869687546276
P48444,P06756,0.011032133866429735
P18065,P36897,0.038057159780838144
P05067,Q12809,0.0785083172910805
P61769,Q9HB21,0.01702946838442174
P19022,P46108,0.005405005182881682
P05067,Q92542,6.170097240732514e-4
P05067,P30988,0.08724517498395774
P05067,P16671,0.03507083271632361
P00441,Q01082,0.0015055037267387335
P05067,Q9Y4D7,0.12152623525346759
P46108,Q15771,0.017054148773384667
P61769,O95999,0.008169208746729849
P19022,Q9UM54,0.012290833703539167
P05067,P04201,0.13297793573226713
P46108,P07948,0.009699392862431513
P46108,O14939,0.02201490695493361
P05067,P51151,0.1709610543462165
P05067,Q9UM54,0.0883557924872896
P00738,P05107,5.676489461473913e-4
P61769,P09326,0.003183770176217977
P46108,P40189,0.014980996100498543
P61769,Q92542,0.011427020089836615
P24593,P16234,0.007157312799249716
P05067,Q9BPV8,0.16506244138407622
P04179,Q01082,0.016313737104496767
P61978,Q9NP72,0.017103509551310528
P61769,Q9UN88,0.03428106026950985
P05067,O14920,0.11572634384717903
P58546,P36897,0.03936522039587344
P10147,O14492,0.026482057357223948
P29279,P11362,0.00436842884643862
P09601,O14939,0.008267930302581569
P05067,P25116,0.0386741695049114
P05067,P10301,0.17505799891406287
P05067,O95057,0.027864159139148033
P61769,P61073,9.625351695542721e-4
P48444,O00560,0.011427020089836615
P61769,P20827,0.03292363887654869
P46108,Q8TDF6,0.019768991559306975
P62633,P63146,0.024951873241522288
P46108,P41743,0.010834690754726295
P61769,O00560,0.029591786366553137
P01034,P48023,0.00895898119354361
P05067,Q06481,0.0052322424601411715
P61769,P48357,0.01838688977738289
P05067,Q13635,0.12471000542968558
P05067,O14745,0.09529098178587295
P05067,P48357,0.06392220741398884
P05067,O95069,0.1449232439903253
P05067,Q8IYB5,0.025001234019448145
P46108,Q8IYL9,0.0306283627029962
P61769,O14827,0.029369662865886766
P24593,Q13418,0.00409694456784639
P05067,P51159,0.004960758181548941
P61769,P06241,0.019028579890419072
Q14767,P36897,0.023002122513450813
P61978,P20339,0.024038698849893875
P05067,P17301,0.07401648649982724
P05067,A6NKK0,0.1220198430327262
P61769,P78423,0.0068611481316945555
P05067,P04083,0.16617305888740808
P19022,Q08345,0.002097833061849055
P19022,P05556,0.006441581519324745
P05067,P55290,0.037390789278839036
P05067,Q8N1C3,0.08428352830840614
P05067,P06703,0.05165605409941261
P61769,P78504,0.006466261908287674
P46108,P48023,0.002097833061849055
P61769,Q9NYK1,0.03433042104743571
P05067,Q13283,0.020336640505454365
P05067,P29992,0.1001776988005331
P23528,P10301,0.012957204205538279
P61769,Q92838,0.04331408262994225
P46108,Q9NWQ8,0.006392220741398885
P05067,Q13740,0.04780591342119552
P05067,Q01518,0.06310775457821215
P09601,O60674,0.021768103065304308
P46108,P31994,0.015894170492126956
P05067,Q01362,0.04385705118712671
P01034,Q86YM7,0.009822794807246162
P05067,Q92730,0.043141319907201735
P61769,Q16553,0.019472826891751813
P05067,P23469,0.056394688780295174
P19022,Q92835,0.03280023693173405
P05067,O00213,7.404116688879017e-5
P46108,O95057,0.022779999012784442
P22392,P62745,0.003035687842440397
P05067,P28472,0.05706105928229429
P61769,P16871,7.404116688879016e-4
P05067,P19235,0.08593711436892246
P29279,P17301,0.012068710202872797
P61769,O95185,0.020854928673675898
P61769,Q15109,0.016190335159682115
P46108,Q8IYB5,0.015030356878424404
P01034,P35240,0.015820129325238165
P05067,Q13563,0.13667999407670664
P01034,P17301,0.007033910854435066
P19022,Q92930,0.002097833061849055
P05067,P04216,0.04472086480082926
P05067,P43403,0.012118070980798657
P61978,Q8TCU6,0.01858433288908633
P61769,P26718,6.416901130361814e-4
Q15691,O15530,0.010464484920282343
P05067,Q8WXD0,0.07497902166938152
P05067,P06756,0.09726541290290736
P05067,Q16581,0.06705661681228096
P05067,P78504,0.06256478602102769
P23528,P41743,0.007601559800582457
P05067,P32241,0.10711288809911644
P09601,P19438,0.010168320252727183
P61769,Q13241,0.01268571992694605
P05067,Q8IZF2,0.16224887704230218
P19022,P05106,0.008243249913618638
P46108,Q13636,0.015153758823239055
P46108,Q9H4A6,0.024754430129818848
P61769,P10747,0.0013327410039982231
P61978,P04629,0.014067821708870132
P23528,O14939,8.391332247396219e-4
P05067,O75916,0.12466064465175972
P05067,P51685,0.08593711436892246
P05067,Q13564,0.0028135643417740263
P10147,P01732,0.0053803247939187525
P46108,Q14344,0.007280714744064366
P05067,P17813,0.07041314971123945
P05067,P01730,0.05792487289599684
P61769,P09603,0.02206426773285947
P05067,Q8WXG9,0.12182239992102276
P46108,Q9H0T7,0.03159089787255047
P05067,P07333,0.10780393899007848
P61769,P01732,2.961646675551607e-4
P20933,Q92542,0.0016042252825904536
P10147,P78423,6.170097240732514e-4
P19022,P20701,0.008095167579841057
Q15691,P11233,0.015647366602497655
P46108,Q92556,0.0025420800631817957
P61769,P17252,0.06661236981094822
P61769,P47869,0.034972111160471886
P05067,Q8WUD1,0.009625351695542721
P04179,P19438,0.016412458660348486
P01034,P49768,0.014684831432943383
P61769,Q9Y275,0.002270595784589565
P48444,P61026,0.009896835974134953
P05067,P11233,0.07394244533293845
P05067,O76081,0.08882471987758526
P58546,P61586,0.028333086529443705
P61769,Q99665,0.006268818796584234
P05067,Q9NS68,0.12856014610790267
P48444,P41743,0.0024433585073300756
P61978,P61224,0.020311960116491435
P29279,P25116,0.0033565328989584877
P05067,P22888,0.07470753739078928
P46108,P21860,0.0017276272274051039
P23528,Q8NDX1,0.00888494002665482
P05067,Q8NG98,0.1532158546818698
P46108,P46108,0.021003011007453477
P23528,Q12879,0.014734192210869244
P09382,P16150,2.961646675551607e-4
P46108,Q14160,0.02717310824818599
Q14767,P37173,0.006935189298583346
P61769,P16581,0.029616466755516067
P05067,Q8NGA1,0.11195024433585073
P46108,Q8WU20,9.378547805913421e-4
P46108,P51159,0.014561429488128733
P46108,Q9Y6N7,0.04464682363394047
P46108,P46940,0.011599782812577127
P05067,P36544,0.0012093390591835728
P19022,P19438,0.018831136778715632
P61769,Q8WV28,0.01340145120687102
P46108,O75787,0.04936077792586011
Q99497,P20338,0.005947973740066143
Q15121,Q9BX66,0.010415124142356484
P05067,P23229,0.00881089885976603
O75396,P63146,0.016264376326570906
P46108,Q9HAU4,0.054642381163927146
P05067,Q9HB89,0.08258058146996397
P46108,Q02763,0.06091119996051138
P05067,Q07001,0.04654721358408608
P61769,A1A4S6,0.019867713115158694
P05067,O43157,0.07742238017671159
P05067,P20339,0.06098524112740017
P05067,Q14643,0.0346512661039538
P05067,Q7Z699,0.08838047287625253
P05067,Q9Y5J5,0.04960758181548941
P00738,P06239,0.01322868848413051
P61978,Q9P0L0,0.015499284268720074
P05067,O60674,0.04296855718446123
P48444,P36897,0.024507626240189546
P05067,O75116,0.08040870724122612
P05067,O00555,0.09042894516017573
P30101,O75787,4.44247001332741e-4
P23528,P07948,0.03719334616713559
P62633,P62491,0.016289056715533837
P61769,Q86WV1,0.015277160768053704
P05067,Q8TCU6,0.06527962880695
P61769,P06213,0.008440693025322079
P05019,P61586,0.014363986376425292
P46108,P57729,0.03326916432202971
P01034,Q07954,0.0034058936768843477
P19022,P46940,0.0034552544548102078
P46108,Q9ULW5,0.042055382792832816
P46108,P17948,0.0027395231748852363
Q15121,P01375,0.014808233377758034
P61769,Q92963,0.028555210030110075
P30041,P63000,0.018263487832568242
P05067,Q9UBT7,0.13421195518041365
P23528,Q8IYL9,0.011846586702206426
P05067,Q13574,0.08648008292610691
P05067,Q9ULW5,0.01310528653931586
P19022,P04216,0.006392220741398885
P05019,P06239,0.009822794807246162
P10253,Q99571,0.003578656399624858
P61769,Q9UHC6,0.029048817809368677
P05067,Q99578,0.01332741003998223
P05067,Q13224,0.033071721210326276
P46108,Q9P0L0,0.025544202576632608
P46108,O00443,0.03067772348092206
P61769,Q99572,0.028876055086628164
P05067,Q04771,0.047016140974381754
P05019,P35240,0.011821906313243497
P05067,Q9Y5S8,0.17239251690606644
P05067,P41587,0.037637593168468333
P05067,P30411,0.06434177402635866
P05067,Q8NH18,0.17172614640406733
P52597,O60260,0.005824571795251493
P05019,Q9BX66,0.0011846586702206428
P48444,O60674,0.01747371538575448
P24593,Q63HR2,0.005503726738733402
P15531,P63000,0.0053309640159928924
P05067,P50895,0.12389555259390889
P23528,P49768,0.0010612567254059924
P05067,P42263,0.028703292363887654
P19022,Q96FE5,0.008416012636359148
P05067,Q9Y219,0.08667752603781036
P05067,Q13467,0.06969741843131448
P05019,P10721,0.00861345574806259
P00738,P35968,0.004911397403623081
P19022,O43166,0.01821412705464238
P05067,P54764,0.04301791796238709
Q15691,P63000,0.011303618145021966
P01034,Q92835,0.0027148427859223063
P46108,P11234,0.008119847968803988
P05067,Q8TEW0,0.04684337825164125
P05067,P25090,0.17049212695592084
P46108,Q9UQC2,0.002147193839774915
P46108,P08887,0.0464731724171973
P05067,Q01974,0.1124191717261464
P05067,P13591,0.08768942198529049
P61769,Q9UQB8,0.015499284268720074
P05019,P46934,0.012019349424946937
P46108,Q13418,0.034207019102621056
P05067,Q9BZW8,0.1442075127104003
P46108,P05556,0.03479934843773138
P05067,P55085,0.0624907448541389
P05067,Q9NYI0,0.12433979959524162
P05067,P07766,0.15580729552297745
P05067,P51148,0.004837356236734291
P46108,Q14088,0.033022360432400415
P09382,P07948,0.01725159188508811
P62633,P61224,0.0036773779554765784
P05019,P17301,0.014240584431610642
P61769,P20963,0.040870724122612175
P05067,P30926,0.05743126511673824
P19022,O60716,2.4680388962930054e-4
P61769,P08138,0.034996791549434816
P48444,P63000,0.017498395774717408
P24593,P13612,0.021225134508119848
Q15691,P35240,0.023619132237524064
P58546,Q96T49,0.0013327410039982231
P46108,P10301,0.0034305740658472778
P01034,P04216,0.012957204205538279
P61769,P11362,0.03114665087121773
P48444,P51148,0.005059479737400662
P61769,P20339,0.061577570462510486
P05067,P10721,0.04415321585468187
P23528,P04629,0.0025173996742188657
P61769,Q16581,0.045609358803494746
P46108,Q9UL26,0.010489165309245273
P09601,P40189,0.009575990917616862
P46108,P04233,0.060689076459845004
P23528,O75581,0.011180216200207316
P61769,Q9NS68,0.023248926403080114
P01034,P46934,0.018288168221531172
P01034,Q92542,0.0018263487832568242
P09601,P07948,0.0185596525001234
P29279,P22607,4.44247001332741e-4
P05067,O75581,0.09921516363097882
P05067,Q96R45,0.0793227701268572
P19022,Q12809,0.011525741645688335
P05067,P51654,0.09593267189890912
P61978,Q9Y272,0.003085048620366257
P05067,Q9Y6N7,0.03800779900291228
P05067,O43166,0.04410385507675601
P05067,Q13636,0.09425440544942988
P05067,Q12829,0.02181746384323017
P05067,Q13418,0.04440001974431117
P01034,Q13418,0.002245915395626635
P01034,P15692,0.0029616466755516065
P05067,P09603,0.054938545831482305
P24593,Q01082,0.024186781183671454
P05067,P26012,0.15588133668986623
P00738,P30626,0.005158201293252382
P05067,O75386,0.09815390690557284
P05067,P08887,0.09613011501061257
P05067,Q16099,0.05350708327163236
P46108,Q9UGC6,0.055358112443852116
P09382,Q16288,0.012290833703539167
P61769,P35613,0.0027888839528110963
P48444,Q13636,0.002245915395626635
P61769,Q9HCU4,0.04642381163927144
P05067,P29320,0.08914556493410336
P61769,P05107,0.026062490744854137
P19022,O14522,0.01312996692827879
P61769,P34903,0.042771114072757785
P05067,Q8NFJ6,0.15050101189594747
P05067,P09958,0.1634828964904487
P01034,Q05397,0.014462707932277013
P28161,Q01082,0.02779011797225924
P05067,P30825,0.05775211017325633
P05067,Q9HBA0,0.07700281356434177
P19022,Q8N5V2,0.008169208746729849
P05067,Q7KZI7,0.15111802162002072
P05067,P40189,0.0504220346512661
P19022,Q9H252,0.010069598696875463
P05067,P29371,0.12458660348487093
P09382,P08575,0.0010859371143689225
P61769,P12319,7.650920578508317e-4
P24593,P05106,0.004121624956809319
P10147,O95292,0.006589663853102325
P05067,P19086,0.011032133866429735
P19022,Q15811,0.014215904042647711
P09601,O60603,0.0060466952959178635
P05067,Q8WXI2,0.07339947677575398
P05067,Q9C0C4,0.07974233673922701
P46108,O75116,0.009378547805913422
P05067,Q92633,0.07344883755367984
P05067,P51684,0.09181104694209981
P61769,Q9Y2C9,0.01816476627671652
P05067,Q01113,0.11555358112443852
P19022,Q13002,3.702058344439508e-4
P48444,P13612,0.0012586998371094328
P10147,P32246,2.4680388962930055e-5
P01034,Q15465,0.01317932770620465
P05067,Q9Y239,0.0923046547213584
P05067,P49407,0.02601312996692828
P01034,P08648,0.011501061256725406
P61769,O14966,0.04215410434868454
P17931,P01375,0.015992892047978675
P23528,Q8TCU6,0.015079717656350263
P61769,P43403,0.009255145861098771
P23528,O75116,0.008638136137025519
P05067,Q9BXA5,0.1579051285848265
P01034,P16234,0.008440693025322079
P05067,P46934,0.06244138407621304
P05067,Q8NGG3,0.1761439360284318
P46108,P19438,0.04183325929216644
P05067,P30872,0.10696480576533886
P19022,O43157,0.011599782812577127
P05067,O60503,0.08423416753048028
P61769,P51159,0.0013574213929611531
P48444,Q01082,0.022582555901081002
P05067,Q9H6Q3,0.08566563009033022
P61769,Q9P126,0.023964657683005083
P61769,Q9HCN6,0.037316748111950244
P01034,P06241,0.016708623327903648
P23528,P41240,0.010341082975467694
P23528,P46108,0.00444247001332741
P61769,P25445,0.0038007799002912285
P05067,Q12879,0.04620168813860506
P46108,P35968,0.00454119156917913
P05067,Q99835,0.07895256429241325
P48444,P50570,0.00898366158250654
P05067,Q9Y271,0.0717705711042006
P61769,Q9H6Q3,0.00436842884643862
P46108,Q96L33,0.04400513352090429
P05067,O95999,0.07001826348783256
P61769,P48169,0.029419023643812627
P10147,P01730,0.0014314625598499432
P46108,P08134,0.01821412705464238
P09601,P08575,0.008416012636359148
P46108,Q9H6Q3,0.020854928673675898
P09382,P19438,0.011081494644355596
Q15691,O75116,0.0014314625598499432
P05067,Q9ULW2,0.1702946838442174
P05067,Q15375,0.05827039834147786
P61769,P37173,0.045979564637938695
P80162,P78423,0.0012340194481465028
P05067,Q96D21,0.08665284564884743
P46108,O15530,0.01290784342761242
P46108,P61026,0.010735969198874575
P24593,P10301,0.009995557529986673
P46108,P25103,0.020854928673675898
P61769,P61026,0.04842292314526877
P05067,Q9Y3R0,0.1501801668394294
P29279,P05556,0.010958092699540945
P61769,Q9P0L0,0.030776445036773778
P05067,P06239,0.07117824176909028
P09601,Q96E17,0.006145416851769584
P19022,P04626,0.011130855422281455
P30041,P61586,0.006959869687546276
P46108,P54753,0.003035687842440397
P46108,P11233,0.011254257367096105
P10147,P51679,2.221235006663705e-4
P19022,P61586,0.03746483044572783
P46108,O95716,0.019201342613159582
P24593,P46934,0.023471049903746485
P05067,Q9Y2H9,0.0033318525099955577
P05067,Q9UIW2,0.10328742780986229
P05019,P35968,0.011155535811244385
P61769,Q15399,0.03154153709462461
P05067,P01135,0.10555802359445185
P05067,Q03167,0.0873685769287724
P61978,Q86YM7,0.010908731921615084
P05067,Q9HBW9,0.15960807542326866
P05067,Q9P296,0.12369810948220544
P46108,P62834,0.01310528653931586
P05067,Q14449,0.06466261908287675
P48444,Q05397,0.013549533540648601
P61769,P16150,0.02090428945160176
P23528,O14492,0.0128091218717607
P62633,P20339,0.009378547805913422
P46108,Q8N5V2,0.014438027543314082
P61769,Q92835,0.004862036625697221
P05067,O43557,0.017054148773384667
P19022,A7KAX9,7.157312799249716e-4
P05067,Q8WZ92,0.11974924724813663
P05067,O60603,0.10143639863764253
P61769,P10912,0.013771657041314972
P61978,O00560,0.03292363887654869
P46108,P04629,0.002171874228737845
P46108,Q14289,0.0013574213929611531
P05067,P61006,0.11190088355792488
P23528,O60674,0.05034799348437732
P05067,Q6ZN44,0.061182684239103606
P52597,P61106,0.0028135643417740263
P05067,P08588,0.05629596722444346
P05019,P09619,0.01332741003998223
P61769,P33681,0.0011846586702206428
P05067,P46091,0.08598647514684832
P61769,P48551,0.005108840515326522
P61769,P04234,0.03904437533935535
P05067,Q9Y5Y4,0.08638136137025519
P17931,P07948,0.03430574065847278
P05019,Q01638,0.005355644404955822
P61978,P06756,0.012932523816575349
P05067,O95292,0.13887654869440744
P05019,Q63HR2,0.007354755910953157
P29279,P06213,0.011846586702206426
P05067,P25103,0.05158201293252382
P46108,P61073,0.058443161064218374
P05067,Q01638,0.02618589268966879
P05067,P48058,0.03706994422232095
P05067,Q03135,0.005479046349770473
P23528,P32856,0.01312996692827879
P23528,P06241,0.02201490695493361
P61769,P01375,0.004886717014660151
P05067,P51679,0.06340391924576731
P61769,P16070,0.013969100153018412
P61978,O60260,0.007330075521990226
P05067,Q92729,0.15442519374105335
P05067,P43116,0.055999802556888294
P58546,Q01082,0.012019349424946937
P00441,P15692,0.017103509551310528
P46108,Q92835,0.015449923490794215
P46108,P17813,0.056419369169258105
P05067,Q5TCQ9,0.10866775260378103
P05067,P28907,0.09674712473468582
P01034,P04233,0.005503726738733402
P46108,Q5JS13,0.019620909225529393
P01034,P13612,0.0045165111802162004
P05067,P32856,0.045214472580087865
P05067,Q14160,0.12816525988449579
P48444,P61586,0.019645589614492323
P05067,P51157,0.024137420405745593
P24593,P04216,0.010513845698208204
P29279,P06241,0.025198677131151585
P01034,Q99075,0.0017276272274051039
P09601,P16871,0.005824571795251493
P46108,P55042,0.038822251838688975
P05067,P11230,0.046670615528900734
P30101,P30626,0.006120736462806654
Q15691,P49768,0.028234364973591983
O75396,O95292,0.0018757095611826842
P05067,Q9UQB8,0.0019991115059973343
P61769,P40259,0.010686608420948714
P19022,P16581,0.00861345574806259
P23528,Q13283,0.012611678760057258
P05019,P37288,0.008119847968803988
P05067,Q13324,0.0077249617453971076
P00738,P07948,0.03127005281603238
P46108,P48357,0.029912631423071226
P46108,O43561,0.027839478750185102
P05067,Q16553,0.09240337627721013
P05067,Q8NI35,0.07626240189545387
P05067,Q7LDG7,0.012833802260723629
P05067,P50570,0.0015795448936275235
P05067,P51828,0.09405696233772644
P23528,P21583,0.00920578508317291
P18065,P17252,0.03477466804876845
P61769,P18507,0.04299323757342416
P61978,P61586,0.01801668394293894
P05067,P32004,0.04817611925563947
P05067,Q9NSB8,4.6892739029567106e-4
P61769,P06239,0.009255145861098771
P06703,P19438,0.014956315711535613
P61769,O14512,0.054222814551557336
P46108,P06241,0.002171874228737845
P05067,Q68EM7,0.013771657041314972
P05067,Q8N1W1,0.08332099313885187
P61769,Q03167,0.029320302087960905
Q99497,P61586,0.01308060615035293
P19022,P10586,0.008366651858433289
P05067,Q96FE5,0.10605163137371044
P61769,Q08722,0.002319956562515425
P46108,Q05397,0.0012833802260723629
P05067,O15547,0.13443407868108
P09382,O75787,0.0020237918949602644
O95989,Q9H0T7,6.910508909620416e-4
P10253,P04629,0.021200454119156917
P48444,P04629,0.024606347796041265
P09382,P51148,0.011846586702206426
P23528,P13612,0.025420800631817956
P52597,P13612,0.024482945851226616
P17931,P35916,0.005059479737400662
P17931,P55011,0.0025173996742188657
P22392,P21731,0.001752307616368034
P30044,P63146,0.015894170492126956
P09382,P43115,0.005158201293252382
P52597,Q04941,0.007305395133027297
P15531,P55042,0.0024186781183671456
P09382,P61026,0.007330075521990226
P17931,Q15907,0.007107952021323856
O15540,Q63HR2,0.0013080606150352929
P17931,Q92633,0.0023939977294042156
P00738,Q99523,0.0011599782812577125
P17931,Q9H244,0.003109729009329187
P00738,P11215,0.0029369662865886765
P14136,P17252,0.020731526728861246
P80162,P25024,5.923293351103214e-4
